"","GEOID","medianhhincome_2019","aian_2019","asian_2019","hhlivingalone_2019","black_2019","blackmedianincome_2019","blackpoverty_2019","familyhouseholds_2019","fouryeardegree_2019","graddegree_2019","hsgrad_2019","latino_2019","latinopoverty_2019","lessthanhs_2019","medianage_2019","grossrent_2019","medianyearbuilt_2019","monthlyhousingcost_2019","multipleraces_2019","nonfamilyhouseholds_2019","numberofhousingunits_2019","over25population_2019","poverty_2019","totalpopulation_2019","vacantunits_2019","white_2019","white25andolder_2019","whitemedianincome_2019","whitepoverty_2019","renters_2019","occupiedunits_2019","vacancyrate_2019","pctwhite_2019","pctblack_2019","pctlatino_2019","pctwhitepoverty_2019","pctblackpoverty_2019","pctlatinopoverty_2019","pctpoverty_2019","pctlessthanhs_2019","pcthsgrad_2019","pctfouryeardegree_2019","pctgraddegree_2019","pctrenters_2019"
"111",39049006822,84342,0,52,323,14,NA,0,562,652,419,180,142,142,17,42.3,985,1956,1100,0,376,1004,1616,104,1984,66,1829,1536,85905,91,190,1978,6.57370517928287,92.1875,0.705645161290323,7.15725806451613,4.97539639147075,0,100,5.24193548387097,1.0519801980198,11.1386138613861,40.3465346534653,25.9282178217822,9.6056622851365
"112",39049006910,136786,0,24,95,17,118250,0,478,411,460,107,42,42,20,45.3,870,1957,1903,5,126,628,1163,90,1657,24,1565,1121,136696,90,34,1657,3.82165605095541,94.4477972238986,1.02595051297526,2.53470126735063,5.75079872204473,0,100,5.43150271575136,1.71969045571797,9.20034393809114,35.3396388650043,39.5528804815133,2.05190102595051
"113",39049006921,52935,0,297,626,776,37143,282,988,601,158,797,625,625,217,32.7,877,1966,886,11,734,1904,2739,857,4089,182,2461,1809,56944,217,1023,4084,9.55882352941176,60.1858645145512,18.9777451699682,15.2849107361213,8.81755383990248,36.340206185567,100,20.9586696013695,7.92259948886455,29.0982110259219,21.942314713399,5.76852866009493,25.048971596474
"114",39049006923,60393,0,224,394,953,56691,20,1073,696,278,629,113,113,330,37.6,698,1966,1011,0,449,1522,2703,277,4060,0,2401,1837,60938,233,275,4046,0,59.1379310344828,23.4729064039409,2.78325123152709,9.70428987921699,2.09863588667366,100,6.82266009852217,12.2086570477247,23.2704402515723,25.7491675915649,10.2848686644469,6.79683638161147
"115",39049006924,50728,0,223,583,1882,52801,221,918,520,143,885,320,320,454,33.3,834,1966,967,65,742,1897,2958,588,4201,237,1706,1300,51862,123,953,4199,12.4934106483922,40.6093787193525,44.7988574149012,7.61723399190669,7.20984759671747,11.7428267800213,100,13.9966674601285,15.3482082488168,29.9188640973631,17.579445571332,4.83434753211629,22.6958799714218
"116",39049006931,41898,0,380,780,4025,40432,1586,1640,820,244,1280,816,816,436,30,853,1973,932,11,923,2718,4204,1928,7225,155,2281,1745,43407,104,1561,6992,5.70272259013981,31.5709342560554,55.7093425605536,11.2941176470588,4.5594037702762,39.4037267080745,100,26.6851211072664,10.3710751665081,30.4471931493815,19.5052331113225,5.80399619410086,22.3255148741419
"117",39049006932,48776,0,1396,607,2889,39408,901,1643,578,235,1744,738,738,574,34.7,770,1971,1042,0,694,2436,4734,1658,6971,99,2384,1765,70877,591,888,6939,4.06403940886699,34.1988236981782,41.4431215033711,10.5867163964998,24.7902684563758,31.1872620283835,100,23.7842490317028,12.1250528094635,36.8398817068019,12.2095479509928,4.96408956485002,12.7972330306961
"118",39049006933,25816,0,1618,915,3489,21351,1375,1544,526,188,1129,616,545,1245,30.5,754,1973,803,0,965,2710,4346,2743,7089,201,1762,1097,36494,438,1994,7089,7.4169741697417,24.8554097898152,49.2170969107067,8.68951897305685,24.8581157775255,39.4095729435368,88.474025974026,38.6937508816476,28.6470317533364,25.9779107225034,12.1030832949839,4.32581684307409,28.1280857666808
"119",39049006942,44362,0,0,189,738,50039,119,345,105,100,327,191,191,57,30.5,921,1974,930,0,197,581,870,385,1485,39,619,393,48500,212,439,1485,6.71256454388985,41.6835016835017,49.6969696969697,12.8619528619529,34.248788368336,16.1246612466125,100,25.9259259259259,6.55172413793103,37.5862068965517,12.0689655172414,11.4942528735632,29.5622895622896
"120",39049006943,45559,0,167,595,1942,33516,709,1204,517,197,1022,535,535,299,33.5,907,1966,909,118,702,1916,3206,1062,4946,10,2399,1857,52375,239,819,4935,0.521920668058455,48.5038414880712,39.2640517589972,10.8168216740801,9.96248436848687,36.5087538619979,100,21.4718964820057,9.32626325639426,31.8777292576419,16.126013724267,6.1447286338116,16.5957446808511
"121",39049006944,75495,10,41,508,1172,79346,1,1100,784,440,883,133,133,88,43.1,1054,1974,1108,0,643,1881,3125,147,4207,138,2890,2298,68477,133,496,4202,7.33652312599681,68.6950320893748,27.8583313525077,3.16139767054908,4.60207612456747,0.0853242320819113,100,3.49417637271215,2.816,28.256,25.088,14.08,11.8039029033793
"122",39049006945,39908,0,134,925,3342,47837,652,1324,459,138,1096,762,762,562,30.8,884,1976,879,47,1134,2837,3748,1117,5996,379,1861,1348,37009,321,2145,5989,13.359182234755,31.0373582388259,55.7371581054036,12.7084723148766,17.2487909725954,19.509275882705,100,18.6290860573716,14.9946638207044,29.2422625400213,12.2465314834578,3.68196371398079,35.8156620470863
"123",39049006950,91685,0,56,449,11,NA,0,741,826,533,291,60,60,18,57.9,NA,1987,1316,10,501,1347,2126,75,2571,105,2387,1980,91495,75,60,2566,7.79510022271715,92.8432516530533,0.427849085958771,2.33372228704784,3.14201927105153,0,100,2.9171528588098,0.846660395108184,13.6876763875823,38.8523047977422,25.0705550329257,2.33826968043648
"124",39049006990,70714,0,165,972,1646,62146,100,1775,1720,772,1092,945,945,394,34.3,889,1978,984,28,1193,3019,5144,939,7800,51,5479,3716,74154,604,1486,7800,1.68930109307718,70.2435897435897,21.1025641025641,12.1153846153846,11.0239094725315,6.07533414337789,100,12.0384615384615,7.65940902021773,21.2286158631415,33.4370139968896,15.0077760497667,19.0512820512821
"125",39049007010,76073,6,175,332,848,38023,176,684,522,288,514,103,57,0,21.6,920,1964,967,0,399,1096,1781,485,4402,13,3216,1322,78664,281,557,2917,1.18613138686131,73.0577010449796,19.263970922308,2.33984552476147,8.73756218905473,20.7547169811321,55.3398058252427,11.017719218537,0,28.8601909039865,29.3093767546322,16.1706906232454,19.0949605759342
"126",39049007020,93179,0,32,446,327,125982,0,1930,1680,994,985,100,100,139,40.7,1066,1965,1312,0,657,2697,5172,478,7217,110,6494,4772,91526,478,455,7155,4.07860585836114,89.9819869751974,4.53096854648746,1.38561729250381,7.36064059131506,0,100,6.62325065816821,2.68754833720031,19.0448569218871,32.4825986078886,19.2188708430008,6.3591893780573
"127",39049007041,73095,0,331,410,25,NA,0,639,745,448,217,56,49,38,37.9,1127,1989,1214,0,495,1290,1881,93,2574,156,2139,1611,73155,66,560,2308,12.093023255814,83.1002331002331,0.971250971250971,2.17560217560218,3.08555399719495,0,87.5,3.61305361305361,2.02020202020202,11.5364167995747,39.6065922381712,23.8171185539607,24.263431542461
"128",39049007043,57975,0,285,978,1312,50010,544,1028,914,632,566,285,285,44,28.5,1152,1990,1149,0,1263,2468,3137,870,5442,177,3572,2385,66375,223,1613,5442,7.17179902755267,65.6376332230797,24.1087835354649,5.23704520396913,6.24300111982083,41.4634146341463,100,15.986769570011,1.40261396238444,18.0427159706726,29.1361173095314,20.1466369142493,29.6398382947446
"129",39049007044,86894,0,1293,911,755,102879,41,1438,1303,1186,764,335,331,146,33,1150,1990,1198,0,1229,2896,4630,218,6197,229,3911,2903,79844,136,1799,6090,7.90745856353591,63.1111828304018,12.1833145070195,5.40584153622721,3.47737151623626,5.43046357615894,98.8059701492537,3.51783120864935,3.15334773218143,16.5010799136069,28.1425485961123,25.6155507559395,29.5402298850575
"130",39049007047,71793,0,185,623,653,57167,32,890,789,373,451,253,253,21,35,1089,1986,1155,0,818,1718,2609,281,3748,10,2740,1985,74179,114,930,3748,0.582072176949942,73.1056563500534,17.4226254002134,6.75026680896478,4.16058394160584,4.90045941807044,100,7.49733191035219,0.804906094289,17.2863165963971,30.2414718282867,14.2966653890379,24.8132337246531
"131",39049007048,78750,0,851,568,802,NA,170,1607,1627,592,802,717,717,61,32.9,1217,1989,1289,0,890,2633,4382,490,6699,136,4429,3011,73981,280,724,6699,5.16521078617547,66.1143454246903,11.9719361098671,10.7030900134348,6.32196884172499,21.1970074812968,100,7.31452455590387,1.39205842081241,18.3021451392058,37.1291647649475,13.5098128708352,10.8075832213763
"132",39049007112,65430,15,513,622,2676,66615,338,1285,857,324,973,684,684,437,33,921,1983,1106,19,743,2107,3882,911,6253,79,2601,1928,65156,369,628,6151,3.74940673943996,41.5960339037262,42.7954581800736,10.9387494002879,14.1868512110727,12.6307922272048,100,14.5690068766992,11.2570839773313,25.0643997939207,22.0762493560021,8.34621329211746,10.2097219964233
"133",39049007113,49639,0,369,515,2632,44271,414,1259,806,182,1144,583,583,332,30.9,850,1977,1018,0,618,1945,3573,664,5926,68,2555,1717,55765,164,779,5926,3.49614395886889,43.1150860614242,44.4144448194398,9.83800202497469,6.4187866927593,15.7294832826748,100,11.2048599392508,9.29191155891408,32.0179121186678,22.5580744472432,5.09375874615169,13.1454606817415
"134",39049007114,47931,0,179,732,1527,36313,663,1154,641,306,994,141,141,193,36.9,1060,1980,1106,11,987,2410,3518,967,4935,269,2964,2443,49449,245,1161,4848,11.1618257261411,60.0607902735562,30.9422492401216,2.85714285714286,8.26585695006748,43.4184675834971,100,19.5947315096251,5.48607163160887,28.2546901648664,18.2205798749289,8.69812393405344,23.9480198019802
"135",39049007115,44528,0,17,898,3382,48117,1392,1470,801,328,1191,434,434,230,30.7,951,1977,963,0,1011,2652,3887,1765,6249,171,2461,1979,40130,280,1884,6112,6.44796380090498,39.3823011681869,54.1206593054889,6.94511121779485,11.3774888256806,41.1590774689533,100,28.2445191230597,5.91715976331361,30.6405968613326,20.6071520452791,8.4383843581168,30.8246073298429
"136",39049007120,75469,0,0,338,580,69000,197,1198,828,248,1043,96,96,129,33,1228,1969,1263,5,453,1802,3255,423,4820,151,3978,2869,78199,181,503,4815,8.3795782463929,82.5311203319502,12.0331950207469,1.99170124481328,4.55002513826043,33.9655172413793,100,8.77593360995851,3.963133640553,32.0430107526882,25.4377880184332,7.61904761904762,10.4465212876428
"137",39049007132,82797,0,897,1263,1490,64635,26,2112,1996,1002,1107,310,310,177,36.9,1178,1993,1228,0,1499,3789,5858,228,8429,178,5654,4266,82582,202,1572,8338,4.69780944840327,67.0779451892277,17.677067267766,3.67777909597817,3.57269189954015,1.74496644295302,100,2.70494720607427,3.02150904745647,18.8972345510413,34.0730624786617,17.1048139296688,18.8534420724394
"138",39049007193,100540,0,24,416,174,NA,69,2039,1410,1196,946,51,51,98,43.5,695,1977,1537,0,442,2518,4688,439,6795,37,6452,4472,101307,358,194,6795,1.46942017474186,94.9521707137601,2.560706401766,0.750551876379691,5.5486670799752,39.6551724137931,100,6.46063281824871,2.09044368600683,20.179180887372,30.0767918088737,25.5119453924915,2.85504047093451
"139",39049007194,84803,0,318,560,789,93116,17,1922,1289,937,1506,147,147,230,47,1091,1979,1207,0,666,2724,5232,463,6592,136,5333,4230,83454,342,527,6327,4.99265785609398,80.9010922330097,11.9690533980583,2.22997572815534,6.41290080630039,2.15462610899873,100,7.02366504854369,4.3960244648318,28.7844036697248,24.6368501529052,17.9090214067278,8.32938201359254
"140",39049007198,78088,0,61,306,392,78324,106,717,708,254,320,94,94,133,34.2,1040,1984,1170,50,377,1150,1941,231,2896,56,2240,1700,78110,102,391,2896,4.8695652173913,77.3480662983425,13.5359116022099,3.24585635359116,4.55357142857143,27.0408163265306,100,7.97651933701657,6.85213807315817,16.4863472436888,36.4760432766615,13.086038124678,13.5013812154696
"141",39049007199,72399,0,116,739,1862,58571,448,1431,1163,350,1011,146,146,118,34.5,1030,1985,1123,0,1025,2506,4410,539,6445,50,4302,3238,80461,91,995,6445,1.9952114924182,66.7494181536074,28.8906128782002,2.26532195500388,2.11529521152952,24.0601503759398,100,8.36307214895268,2.67573696145125,22.9251700680272,26.3718820861678,7.93650793650794,15.4383242823894
"142",39049007201,103611,0,3,82,62,NA,0,177,176,101,97,8,8,14,39.5,1328,1979,1279,0,89,284,498,35,666,18,589,434,104861,35,26,666,6.33802816901408,88.4384384384384,9.30930930930931,1.2012012012012,5.94227504244482,0,100,5.25525525525526,2.81124497991968,19.4779116465863,35.3413654618474,20.281124497992,3.9039039039039
"143",39049007202,54833,0,242,626,1661,83900,11,835,853,268,482,146,146,68,34.4,914,1988,996,7,797,1759,2534,227,3751,127,1683,1244,49838,150,922,3751,7.22001137009665,44.8680351906158,44.2815249266862,3.89229538789656,8.9126559714795,0.662251655629139,100,6.05171954145561,2.6835043409629,19.0213101815312,33.6621941594317,10.5761641673244,24.5801119701413
"144",39049007203,171176,0,531,130,329,203716,0,1287,1163,1043,287,62,62,46,39.4,2067,2005,2548,68,193,1565,2909,104,4801,85,3711,2313,160144,104,146,4801,5.43130990415335,77.296396584045,6.85273901270569,1.29139762549469,2.8024791161412,0,100,2.16621537179754,1.58129941560674,9.86593331041595,39.9793743554486,35.8542454451702,3.0410331181004
"145",39049007205,84962,0,626,1094,591,107844,0,1710,2204,1079,447,70,70,320,32.5,1327,2006,1295,0,1535,3406,5203,103,6007,161,4544,4085,78087,90,1973,6007,4.7269524368761,75.6450807391377,9.83852172465457,1.16530714166805,1.9806338028169,0,100,1.71466622274014,6.15029790505478,8.59119738612339,42.3601768210648,20.7380357486066,32.8450141501581
"146",39049007207,86218,0,269,1369,668,65139,0,2122,2597,877,1440,620,620,80,39.4,1170,2008,1384,41,1844,4303,6487,313,8066,337,6631,5415,88976,174,1367,8066,7.83174529398094,82.2092734936772,8.28167617158443,7.68658566823705,2.62403860654502,0,100,3.88048599057773,1.23323570217358,22.1982426391244,40.0339139818098,13.5193463850778,16.9476816265807
"147",39049007209,82298,22,783,1725,1333,47063,279,2211,2670,1685,764,353,353,80,32.2,1237,2007,1380,43,1979,4355,6142,455,8822,165,6114,4530,88429,109,2269,8822,3.78874856486797,69.3040126955339,15.1099523917479,4.0013602357742,1.78279358848544,20.9302325581395,100,5.15756064384493,1.30250732660371,12.4389449690655,43.4711820253989,27.4340605665907,25.7197914305146
"148",39049007210,171701,0,622,462,736,53704,19,2618,2696,1980,609,362,267,287,37.7,1298,1999,2563,0,641,3487,6523,291,10046,228,8120,5326,189545,225,853,9957,6.53857183825638,80.8281903245073,7.32629902448736,3.6034242484571,2.77093596059113,2.58152173913043,73.7569060773481,2.89667529364921,4.39981603556646,9.33619500229955,41.3306760692933,30.35413153457,8.56683740082354
"149",39049007393,120053,0,296,814,905,NA,43,2571,2502,1522,1092,121,120,45,44.2,1413,1995,1501,0,981,3653,6571,338,9084,101,7645,5676,123860,208,390,9074,2.76485080755543,84.1589608102158,9.96257155438133,1.33201232937032,2.72073250490517,4.75138121546961,99.1735537190083,3.72082782915015,0.684827271343783,16.6184751179425,38.0763962867144,23.1623801552275,4.29799426934097
"150",39049007394,134922,0,158,188,56,NA,0,923,740,453,463,89,89,73,48.4,1313,1993,1857,0,211,1165,2211,49,2916,31,2681,2049,131806,49,98,2916,2.66094420600858,91.9410150891632,1.92043895747599,3.05212620027435,1.82767624020888,0,100,1.6803840877915,3.30167345092718,20.9407507914971,33.4690185436454,20.4884667571235,3.36076817558299
"151",39049007395,66667,0,1004,1863,4019,70403,50,3498,2586,1195,2107,982,982,540,31.8,1006,2000,1217,0,2132,5891,9517,728,14699,261,7942,5716,65465,487,1944,14699,4.43048718383976,54.0308864548609,27.3419960541533,6.68072658003946,6.13195668597331,1.24409056979348,100,4.95271787196408,5.67405695071977,22.1393296206788,27.1724282862246,12.5564778816854,13.2253894822777
"152",39049007396,89537,0,572,920,2868,46801,1226,3360,2513,1041,1460,252,252,565,34.5,885,2004,1500,0,1080,4492,8273,1463,12252,52,8232,5931,100114,237,820,12252,1.15761353517364,67.1890303623898,23.4084231145935,2.05680705190989,2.87900874635569,42.7475592747559,100,11.9409076069213,6.82944518312583,17.6477698537411,30.3759216729119,12.5831016559894,6.69278485145282
"153",39049007424,62569,0,320,611,1369,NA,601,1564,806,340,1511,378,375,324,35.6,910,1969,1078,0,667,2389,4147,1087,6232,158,4109,3013,62275,280,569,6147,6.61364587693596,65.9338896020539,21.9672657252888,6.06546854942234,6.81431005110733,43.9006574141709,99.2063492063492,17.4422336328626,7.81287677839402,36.4359778152882,19.435736677116,8.19869785387027,9.25654790954937
"154",39049007425,62227,0,0,301,245,86435,34,748,340,281,625,108,96,88,36.9,857,1968,990,0,405,1158,2067,346,2845,5,2425,1774,61719,265,519,2785,0.431778929188256,85.2372583479789,8.6115992970123,3.79613356766257,10.9278350515464,13.8775510204082,88.8888888888889,12.1616871704745,4.2573778422835,30.2370585389453,16.4489598451863,13.5945815191098,18.6355475763016
"155",39049007426,81528,0,26,437,78,NA,0,949,742,362,521,124,124,29,39.7,918,1967,1080,0,506,1477,2335,232,3364,22,3124,2146,79141,228,490,3364,1.4895057549086,92.8656361474435,2.31866825208086,3.68608799048751,7.29833546734955,0,100,6.89655172413793,1.24197002141328,22.3126338329764,31.7773019271949,15.5032119914347,14.5659928656361
"156",39049007427,87460,23,127,462,1038,69359,137,1867,1547,715,711,283,283,101,38.8,1068,1989,1225,0,555,2529,4461,303,6636,107,5210,3620,99437,166,831,6636,4.23092131277185,78.5111512959614,15.6419529837251,4.26461723930078,3.18618042226488,13.1984585741811,100,4.56600361663653,2.26406635283569,15.9381304640215,34.678323245909,16.0277964581932,12.5226039783002
"157",39049007492,102032,0,422,525,990,69344,0,1590,1577,1032,626,0,0,141,39,1228,1986,1448,0,645,2323,4171,68,5785,88,4310,3087,104851,68,701,5785,3.78820490744727,74.5030250648228,17.1132238547969,0,1.57772621809745,0,NA,1.17545375972342,3.38048429633182,15.008391273076,37.8086789738672,24.7422680412371,12.1175453759723
"158",39049007494,98486,0,202,208,962,57222,237,1263,850,389,672,139,139,160,36.2,933,1986,1445,0,302,1583,2968,457,4655,18,3325,2276,101526,220,253,4648,1.13708149084018,71.4285714285714,20.6659505907626,2.98603651987111,6.61654135338346,24.6361746361746,100,9.81740064446831,5.39083557951483,22.6415094339623,28.6388140161725,13.1064690026954,5.44320137693632
"159",39049007511,24599,0,10,356,1467,23491,452,384,117,25,619,86,86,195,34.6,884,1968,845,0,411,832,1251,619,1887,37,307,227,65284,103,502,1887,4.44711538461539,16.2692103868574,77.7424483306836,4.55749867514573,33.5504885993485,30.8111792774369,100,32.803391626921,15.5875299760192,49.480415667466,9.35251798561151,1.99840127897682,26.6030736618972
"160",39049007512,35407,0,1,536,3143,35408,687,960,192,78,1048,474,474,389,34.2,898,1959,820,124,695,1823,2770,1200,4177,168,499,311,46800,98,744,4168,9.21557871640154,11.9463729949725,75.2453914292554,11.3478573138616,19.6392785571142,21.8580973592109,100,28.7287526933206,14.043321299639,37.8339350180505,6.93140794223827,2.8158844765343,17.8502879078695
"161",39049007520,29896,0,0,360,1490,26875,365,644,82,0,717,216,216,334,32.1,880,1957,837,0,464,1296,1670,854,2845,188,515,336,37619,94,648,2845,14.5061728395062,18.1019332161687,52.3725834797891,7.59226713532513,18.252427184466,24.496644295302,100,30.0175746924429,20,42.934131736527,4.91017964071856,0,22.7768014059754
"162",39049007531,34840,0,218,287,1854,34231,512,712,189,67,682,477,477,441,26.1,789,1972,803,0,411,1202,1766,882,3225,79,976,664,41250,214,864,3213,6.57237936772047,30.2635658914729,57.4883720930233,14.7906976744186,21.9262295081967,27.6159654800431,100,27.3488372093023,24.9716874292186,38.6183465458664,10.7021517553794,3.79388448471121,26.890756302521
"163",39049007532,39727,0,66,258,2056,40931,568,549,138,69,615,100,100,238,27.9,810,1978,817,0,396,1059,1559,708,2635,114,386,290,36625,105,857,2635,10.7648725212465,14.6489563567362,78.0265654648956,3.79506641366224,27.2020725388601,27.6264591439689,100,26.8690702087287,15.2661962796665,39.4483643361129,8.85182809493265,4.42591404746632,32.5237191650854
"164",39049007533,43311,0,23,235,1388,44155,266,415,115,38,433,252,252,203,33,795,1974,773,0,297,767,1252,475,2046,55,405,354,48088,123,280,2046,7.17079530638853,19.7947214076246,67.8396871945259,12.316715542522,30.3703703703704,19.164265129683,100,23.2160312805474,16.2140575079872,34.5846645367412,9.185303514377,3.03514376996805,13.6852394916911
"165",39049007534,32105,0,36,395,2657,16754,1309,841,152,20,771,244,244,735,39.3,570,1973,722,0,445,1408,2204,1433,3635,122,833,570,52639,29,779,3621,8.66477272727273,22.9160935350757,73.0949105914718,6.71251719394773,3.48139255702281,49.2660895747083,100,39.4222833562586,33.3484573502722,34.9818511796733,6.89655172413793,0.907441016333938,21.5133940900304
"166",39049007550,51731,0,16,437,2024,50750,374,550,340,230,343,88,76,206,31,975,1983,1103,0,520,1132,1920,490,3091,62,936,459,51705,116,401,2406,5.47703180212014,30.2814623099321,65.4804270462633,2.84697508896797,12.3931623931624,18.4782608695652,86.3636363636364,15.852474927208,10.7291666666667,17.8645833333333,17.7083333333333,11.9791666666667,16.6666666666667
"167",39049007551,37115,0,1045,1238,7571,32101,3732,2236,1390,375,1883,369,369,884,27.2,964,2001,990,0,1509,3981,6029,4288,10714,236,1228,811,58382,219,2483,10714,5.92815875408189,11.4616389770394,70.6645510546948,3.44409184244913,17.8338762214984,49.293356227711,100,40.0224005973493,14.6624647536905,31.232376845248,23.0552330403052,6.21993697130536,23.175284674258
"168",39049007710,36317,0,50,806,1520,30110,473,836,113,167,1349,457,457,508,36.5,816,1957,806,0,1017,2048,3104,1236,4470,195,2706,1909,41386,711,1003,4465,9.521484375,60.5369127516779,34.0044742729307,10.2237136465324,26.2749445676275,31.1184210526316,100,27.6510067114094,16.3659793814433,43.4600515463918,3.64046391752577,5.38015463917526,22.4636058230683
"169",39049007721,35273,0,1063,634,4482,24324,2412,1473,487,239,1316,655,655,1228,28.8,786,1971,788,0,926,2814,4243,2795,7289,415,1509,1014,53100,198,1857,7276,14.7476901208244,20.7024283166415,61.4899163122513,8.98614350391,13.1212723658052,53.8152610441767,100,38.3454520510358,28.941786471836,31.0157907141174,11.4777280226255,5.63280697619609,25.5222649807587
"170",39049007722,34655,0,168,660,1065,29842,171,850,318,98,1019,785,785,671,40.4,691,1959,784,0,880,1827,2946,932,4002,97,2600,1820,38882,686,908,3997,5.30925013683634,64.9675162418791,26.6116941529235,19.6151924037981,26.3846153846154,16.056338028169,100,23.288355822089,22.7766463000679,34.5892735913102,10.7942973523422,3.326544467074,22.7170377783338
"171",39049007730,50372,0,232,506,771,50662,101,685,594,210,646,116,116,137,36.6,849,1962,871,0,590,1352,2155,279,2969,77,1923,1467,53425,81,416,2964,5.69526627218935,64.7692825867295,25.9683395082519,3.90703940720781,4.21216848673947,13.0998702983139,100,9.39710340181879,6.35730858468677,29.9767981438515,27.5638051044084,9.74477958236659,14.0350877192982
"172",39049007740,38795,0,31,401,271,26667,89,374,286,156,279,0,0,162,54.1,722,1963,717,0,451,954,1296,272,1622,129,1292,1076,41364,171,203,1595,13.5220125786164,79.6547472256474,16.7077681874229,0,13.2352941176471,32.8413284132841,NA,16.7694204685573,12.5,21.5277777777778,22.0679012345679,12.037037037037,12.7272727272727
"173",39049007811,81833,0,95,637,298,50583,175,1021,1290,809,280,120,120,101,37.2,998,1965,1074,8,841,1919,3074,538,3989,57,3442,2702,87621,334,596,3980,2.97029702970297,86.287290047631,7.47054399598897,3.00827275006267,9.70366066240558,58.7248322147651,100,13.4870894961143,3.28562134027326,9.10865322055953,41.9648666232921,26.3175016265452,14.9748743718593
"174",39049007812,62460,0,735,654,364,98048,112,907,1087,731,576,183,183,154,32.9,1278,1979,1240,19,1151,2349,3418,1220,4972,291,3526,2663,67895,498,1325,4737,12.3882503192848,70.9171359613837,7.32099758648431,3.68061142397426,14.1236528644356,30.7692307692308,100,24.5374094931617,4.50555880631949,16.8519602106495,31.8022235225278,21.3867758923347,27.971289845894
"175",39049007820,21210,0,1500,801,578,3814,564,467,462,656,241,200,200,219,25.6,892,1964,892,0,1167,2091,1854,1798,3460,457,1210,707,41711,434,1634,3460,21.8555714968914,34.971098265896,16.7052023121387,5.78034682080925,35.8677685950413,97.5778546712803,100,51.9653179190751,11.8122977346278,12.9989212513484,24.9190938511327,35.3829557713053,47.2254335260116
"176",39049007830,36980,0,409,1348,317,NA,40,292,1187,745,29,135,134,57,27.7,1062,1975,1074,11,1782,2240,2360,755,3287,166,2427,1843,42500,460,1724,3281,7.41071428571429,73.8363249163371,9.64405232735017,4.10708853057499,18.9534404614751,12.6182965299685,99.2592592592593,22.9692728932157,2.41525423728814,1.22881355932203,50.2966101694915,31.5677966101695,52.5449558061567
"177",39049007921,95665,0,998,699,511,NA,209,2888,2141,1352,1080,438,438,332,35.4,1188,1998,1509,0,770,3724,6694,419,10569,66,8756,5687,95172,192,783,10569,1.77228786251343,82.8460592298231,4.83489450279118,4.14419528810673,2.19278209227958,40.9001956947162,100,3.96442425962721,4.9596653719749,16.1338512100388,31.98386614879,20.1971915147894,7.40845869997162
"178",39049007922,93344,0,336,665,55,NA,0,1711,1628,880,526,236,236,125,34.5,1211,1995,1484,0,757,2543,4174,167,6046,75,5443,3754,93560,51,1091,6046,2.94927251278018,90.0264637777043,0.909692358584188,3.90340721137942,0.936983281278707,0,100,2.7621567978829,2.99472927647341,12.6018207954001,39.0033540967896,21.0828941063728,18.0449884220973
"179",39049007931,75302,0,82,378,247,92208,0,1272,755,344,907,95,95,214,34.5,1014,1974,1158,0,485,1805,3356,479,4785,48,4305,3088,73355,434,513,4785,2.65927977839335,89.9686520376176,5.1619644723093,1.98537095088819,10.0813008130081,0,100,10.0104493207941,6.37663885578069,27.0262216924911,22.4970202622169,10.2502979737783,10.7210031347962
"180",39049007933,96175,0,257,826,181,NA,0,2026,1581,759,1086,160,160,175,34.6,1543,1992,1392,102,953,2979,4935,156,7732,0,6999,4467,95725,156,353,7732,0,90.5199172271081,2.34092084842214,2.06932229694775,2.22888984140592,0,100,2.01758923952406,3.54609929078014,22.0060790273556,32.0364741641337,15.3799392097264,4.56544231764097
"181",39049007941,88462,0,93,383,198,NA,2,759,870,433,404,223,223,70,33.5,1173,1987,1370,0,505,1329,2201,179,3020,65,2710,1966,87471,159,408,3018,4.89089541008277,89.7350993377484,6.55629139072848,7.3841059602649,5.86715867158672,1.01010101010101,100,5.92715231788079,3.18037255792821,18.3552930486143,39.5274875056792,19.6728759654702,13.5188866799205
"182",39049007951,92308,0,487,827,482,71553,0,2548,2805,1155,807,205,205,130,36.7,1196,1992,1495,0,1174,4035,6490,431,9437,313,8267,5587,100250,378,1333,9437,7.75712515489467,87.601992158525,5.10755536717177,2.17230051923281,4.57239627434378,0,100,4.56712938433824,2.00308166409861,12.4345146379045,43.2203389830509,17.7966101694915,14.1252516689626
"183",39049007952,88196,0,240,1367,60,NA,0,2290,1905,1770,986,77,77,309,43.8,1152,1985,1315,0,1492,3976,6202,380,8365,194,7759,5859,86889,330,1056,8295,4.87927565392354,92.7555289898386,0.717274357441722,0.920502092050209,4.25312540275809,0,100,4.5427375971309,4.98226378587552,15.8980973879394,30.7158980973879,28.5391809093841,12.7305605786618
"184",39049007953,68188,0,397,629,1025,47618,149,1919,1244,712,971,548,548,224,33.7,1109,1993,1170,45,852,2868,4692,775,7360,97,5654,3885,69313,427,905,7360,3.38214783821478,76.820652173913,13.9266304347826,7.44565217391304,7.55217545100814,14.5365853658537,100,10.5298913043478,4.77408354646206,20.694799658994,26.5132139812447,15.1747655583973,12.2961956521739
