bg2020gj,bg2020ge,tr2010gj,tr2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G39010304090023,391034090023,G3901030409002,39103409002,1,1,1,1,1
G39010304100001,391034100001,G3901030410000,39103410000,1,1,1,1,1
G39010304100002,391034100002,G3901030410000,39103410000,1,1,1,1,1
G39010304100003,391034100003,G3901030410000,39103410000,1,1,1,1,1
G39010304110011,391034110011,G3901030411001,39103411001,1,1,1,1,1
G39010304110021,391034110021,G3901030411001,39103411001,0,0,0,0,3.92179729e-4
G39010304110021,391034110021,G3901030411002,39103411002,1,1,1,1,0.999607820271
G39010304110022,391034110022,G3901030411002,39103411002,1,1,1,1,1
G39010304110023,391034110023,G3901030411002,39103411002,1,1,1,1,1
G39010304120001,391034120001,G3901030412000,39103412000,1,1,1,1,1
G39010304120002,391034120002,G3901030412000,39103412000,0.995178771299,0.99557725666,0.994881535532,0.995233078421,0.999342815215
G39010304120002,391034120002,G3901690002400,39169002400,0.004821228701,0.00442274334,0.005118464468,0.004766921579,6.57184785e-4
G39010304120003,391034120003,G3901030412000,39103412000,1,1,1,1,1
G39010304130001,391034130001,G3901030413000,39103413000,1,1,1,1,1
G39010304130002,391034130002,G3901030413000,39103413000,1,1,1,1,1
G39010304130003,391034130003,G3901030413000,39103413000,1,1,1,1,1
G39010304151001,391034151001,G3901030415100,39103415100,1,1,1,1,1
G39010304151002,391034151002,G3901030415100,39103415100,1,1,1,1,1
G39010304152001,391034152001,G3901030415200,39103415200,1,1,1,1,1
G39010304152002,391034152002,G3901030415200,39103415200,1,1,1,1,1
G39010304152003,391034152003,G3901030415200,39103415200,1,1,1,1,1
G39010304153001,391034153001,G3901030415300,39103415300,1,1,1,1,1
G39010304153002,391034153002,G3901030415300,39103415300,1,1,1,1,1
G39010304154001,391034154001,G3901030415400,39103415400,1,1,1,1,1
G39010304154002,391034154002,G3901030415400,39103415400,1,1,1,1,1
G39010304154003,391034154003,G3901030415400,39103415400,1,1,1,1,1
G39010304158011,391034158011,G3901030415800,39103415800,1,1,1,1,1
G39010304158012,391034158012,G3901030415800,39103415800,1,1,1,1,1
G39010304158021,391034158021,G3901030415800,39103415800,1,1,1,1,1
G39010304160001,391034160001,G3901030416000,39103416000,1,1,1,1,1
G39010304160002,391034160002,G3901030416000,39103416000,1,1,1,1,1
G39010304160003,391034160003,G3901030416000,39103416000,1,1,1,1,1
G39010304160004,391034160004,G3901030416000,39103416000,1,1,1,1,1
G39010304161001,391034161001,G3901030416100,39103416100,1,1,1,1,1
G39010304161002,391034161002,G3901030416100,39103416100,1,1,1,1,1
G39010304161003,391034161003,G3901030416100,39103416100,1,1,1,1,1
G39010304162001,391034162001,G3901030416200,39103416200,1,1,1,1,1
G39010304162002,391034162002,G3901030416200,39103416200,1,1,1,1,1
G39010304163001,391034163001,G3901030416300,39103416300,1,1,1,1,1
G39010304163002,391034163002,G3901030416300,39103416300,1,1,1,1,1
G39010304164001,391034164001,G3901030416400,39103416400,1,1,1,1,1
G39010304164002,391034164002,G3901030416400,39103416400,1,1,1,1,1
G39010304170011,391034170011,G3901030417000,39103417000,1,1,1,1,1
G39010304170012,391034170012,G3901030417000,39103417000,1,1,1,1,1
G39010304170013,391034170013,G3901030417000,39103417000,1,1,1,1,1
G39010304170021,391034170021,G3901030417000,39103417000,1,1,1,1,1
G39010304170022,391034170022,G3901030417000,39103417000,1,1,1,1,1
G39010304170023,391034170023,G3901030417000,39103417000,1,1,1,1,1
G39010304171001,391034171001,G3901030417100,39103417100,1,1,1,1,1
G39010304171002,391034171002,G3901030417100,39103417100,1,1,1,1,1
G39010304171003,391034171003,G3901030417100,39103417100,1,1,1,1,1
G39010304171004,391034171004,G3901030417100,39103417100,1,1,1,1,1
G39010304172001,391034172001,G3901030417200,39103417200,1,1,1,1,1
G39010304172002,391034172002,G3901030417200,39103417200,1,1,1,1,1
G39010304172003,391034172003,G3901030417200,39103417200,1,1,1,1,1
G39010304172004,391034172004,G3901030417200,39103417200,1,1,1,1,1
G39010304173001,391034173001,G3901030417300,39103417300,1,1,1,1,1
G39010304173002,391034173002,G3901030417300,39103417300,1,1,1,1,1
G39010304173003,391034173003,G3901030417300,39103417300,1,1,1,1,1
G39010509641001,391059641001,G3901050964100,39105964100,0.998548218923,0.999025602148,0.999072178786,0.999148397907,0.999874613734
G39010509641001,391059641001,G3900090973600,39009973600,0.001451781077,9.74397852e-4,9.27821214e-4,8.51602093e-4,1.25386266e-4
G39010509641002,391059641002,G3901050964100,39105964100,1,1,1,1,0.999793528456
G39010509641002,391059641002,G3901050964200,39105964200,0,0,0,0,2.06471544e-4
G39010509641003,391059641003,G3901050964100,39105964100,1,1,1,1,1
G39010509641004,391059641004,G3901050964100,39105964100,1,1,1,1,1
G39010509642001,391059642001,G3901050964100,39105964100,0,0,0,0,4.3325132e-5
G39010509642001,391059642001,G3901050964200,39105964200,1,1,1,1,0.999956674868
G39010509642002,391059642002,G3901050964200,39105964200,1,1,1,1,1
G39010509642003,391059642003,G3901050964200,39105964200,1,1,1,1,1
G39010509642004,391059642004,G3901050964200,39105964200,1,1,1,1,1
G39010509643001,391059643001,G3901050964300,39105964300,1,1,1,1,1
G39010509643002,391059643002,G3901050964300,39105964300,1,1,1,1,1
G39010509643003,391059643003,G3901050964300,39105964300,1,1,1,1,1
G39010509643004,391059643004,G3901050964300,39105964300,1,1,1,1,1
G39010509644001,391059644001,G3901050964400,39105964400,1,1,1,1,1
G39010509644002,391059644002,G3901050964400,39105964400,1,1,1,1,1
G39010509644003,391059644003,G3901050964400,39105964400,1,1,1,1,1
G39010509644004,391059644004,G3901050964400,39105964400,1,1,1,1,1
G39010509645001,391059645001,G3901050964500,39105964500,1,1,1,1,1
G39010509645002,391059645002,G3901050964500,39105964500,1,1,1,1,1
G39010509645003,391059645003,G3901050964500,39105964500,0.991694352159,0.989648033126,1,0.983766233766,0.991635518408
G39010509645003,391059645003,G3901050964200,39105964200,0.008305647841,0.010351966874,0,0.016233766234,0.008364481592
G39010509646001,391059646001,G3901050964600,39105964600,1,1,1,1,1
G39010509646002,391059646002,G3901050964600,39105964600,1,1,1,1,1
G39010509646003,391059646003,G3901050964600,39105964600,1,1,1,1,1
G39010509646004,391059646004,G3901050964600,39105964600,1,1,1,1,1
G39010709672001,391079672001,G3901070967200,39107967200,1,1,1,1,1
G39010709672002,391079672002,G3901070967200,39107967200,1,1,1,1,1
G39010709672003,391079672003,G3901070967200,39107967200,1,1,1,1,1
G39010709673001,391079673001,G3901070967300,39107967300,1,1,1,1,1
G39010709673002,391079673002,G3901070967300,39107967300,1,1,1,1,1
G39010709673003,391079673003,G3901070967300,39107967300,1,1,1,1,1
G39010709673004,391079673004,G3901070967300,39107967300,1,1,1,1,1
G39010709674001,391079674001,G3901070967400,39107967400,1,1,1,1,1
G39010709674002,391079674002,G3901070967400,39107967400,1,1,1,1,1
G39010709674003,391079674003,G3901070967400,39107967400,1,1,1,1,1
G39010709674004,391079674004,G3901070967400,39107967400,0.995141034287,0.99530325131,0.993682992219,0.994002648034,0.998813302375
G39010709674004,391079674004,G3901070967600,39107967600,0.004858965713,0.0046967486899999996,0.006317007781,0.005997351966,0.001186697625
G39010709675001,391079675001,G3901070967500,39107967500,1,1,1,1,1
G39010709675002,391079675002,G3901070967500,39107967500,1,1,1,1,1
G39010709675003,391079675003,G3901070967500,39107967500,1,1,1,1,1
G39010709675004,391079675004,G3901070967500,39107967500,1,1,1,1,1
G39010709676001,391079676001,G3901070967600,39107967600,1,1,1,1,1
G39010709676002,391079676002,G3901070967600,39107967600,0.99747687132,0.99783080260300006,0.997995991984,0.998336106489,0.994747022761
G39010709676002,391079676002,G3901070967400,39107967400,0.00252312868,0.002169197397,0.002004008016,0.001663893511,0.005252977239
G39010709676003,391079676003,G3901070967600,39107967600,1,1,1,1,1
G39010709677001,391079677001,G3901070967700,39107967700,1,1,1,1,0.999966706792
G39010709677001,391079677001,G3901070967800,39107967800,0,0,0,0,3.3293208e-5
G39010709677002,391079677002,G3901070967700,39107967700,1,1,1,1,1
G39010709677003,391079677003,G3901070967700,39107967700,1,1,1,1,1
G39010709677004,391079677004,G3901070967700,39107967700,1,1,1,1,1
G39010709678001,391079678001,G3901070967800,39107967800,1,1,1,1,1
G39010709678002,391079678002,G3901070967800,39107967800,1,1,1,1,1
G39010709679001,391079679001,G3901070967900,39107967900,1,1,1,1,1
G39010709679002,391079679002,G3901070967900,39107967900,1,1,1,1,1
G39010709679003,391079679003,G3901070967900,39107967900,1,1,1,1,1
G39010709679004,391079679004,G3901070967900,39107967900,1,1,1,1,1
G39010709680001,391079680001,G3901070968000,39107968000,1,1,1,1,1
G39010709680002,391079680002,G3901070968000,39107968000,1,1,1,1,1
G39010709680003,391079680003,G3901070968000,39107968000,1,1,1,1,1
G39010709680004,391079680004,G3901070968000,39107968000,1,1,1,1,1
G39010903001001,391093001001,G3901090300100,39109300100,1,1,1,1,1
G39010903001002,391093001002,G3901090300100,39109300100,1,1,1,1,1
G39010903001003,391093001003,G3901090300100,39109300100,1,1,1,1,1
G39010903150011,391093150011,G3901090315001,39109315001,1,1,1,1,1
G39010903150012,391093150012,G3901090315001,39109315001,1,1,1,1,1
G39010903150021,391093150021,G3901090315002,39109315002,1,1,1,1,1
G39010903150022,391093150022,G3901090315002,39109315002,1,1,1,1,1
G39010903150023,391093150023,G3901090315002,39109315002,1,1,1,1,1
G39010903150024,391093150024,G3901090315002,39109315002,1,1,1,1,1
G39010903150025,391093150025,G3901090315002,39109315002,1,1,1,1,1
G39010903151001,391093151001,G3901090315100,39109315100,1,1,1,1,1
G39010903151002,391093151002,G3901090315100,39109315100,1,1,1,1,1
G39010903151003,391093151003,G3901090315100,39109315100,1,1,1,1,1
G39010903151004,391093151004,G3901090315100,39109315100,1,1,1,1,1
G39010903151005,391093151005,G3901090315100,39109315100,1,1,1,1,1
G39010903151006,391093151006,G3901090315100,39109315100,1,1,1,1,1
G39010903151007,391093151007,G3901090315100,39109315100,1,1,1,1,1
G39010903153001,391093153001,G3901090315300,39109315300,1,1,1,1,1
G39010903153002,391093153002,G3901090315300,39109315300,1,1,1,1,1
G39010903153003,391093153003,G3901090315300,39109315300,1,1,1,1,1
G39010903153004,391093153004,G3901090315300,39109315300,1,1,1,1,1
G39010903153005,391093153005,G3901090315300,39109315300,1,1,1,1,1
G39010903153006,391093153006,G3901090315300,39109315300,1,1,1,1,1
G39010903201001,391093201001,G3901090320100,39109320100,1,1,1,1,1
G39010903201002,391093201002,G3901090320100,39109320100,1,1,1,1,1
G39010903201003,391093201003,G3901090320100,39109320100,1,1,1,1,1
G39010903250001,391093250001,G3901090320100,39109320100,0,0,0,0,0.001460587081
G39010903250001,391093250001,G3901090325000,39109325000,1,1,1,1,0.998539412919
G39010903250002,391093250002,G3901090325000,39109325000,1,1,1,1,1
G39010903250002,391093250002,G3901090320100,39109320100,0,0,0,0,0
G39010903301001,391093301001,G3901090330100,39109330100,1,1,1,1,1
G39010903301002,391093301002,G3901090330100,39109330100,1,1,1,1,1
G39010903301003,391093301003,G3901090330100,39109330100,1,1,1,1,1
G39010903401001,391093401001,G3901090340100,39109340100,1,1,1,1,1
G39010903401002,391093401002,G3901090340100,39109340100,1,1,1,1,1
G39010903401003,391093401003,G3901090340100,39109340100,1,1,1,1,1
G39010903401004,391093401004,G3901090340100,39109340100,1,1,1,1,1
G39010903401005,391093401005,G3901090340100,39109340100,1,1,1,1,1
G39010903450001,391093450001,G3901090345000,39109345000,1,1,1,1,1
G39010903450002,391093450002,G3901090345000,39109345000,1,1,1,1,1
G39010903450003,391093450003,G3901090345000,39109345000,1,1,1,1,1
G39010903450004,391093450004,G3901090345000,39109345000,1,1,1,1,1
G39010903501011,391093501011,G3901090350100,39109350100,1,1,1,1,1
G39010903501012,391093501012,G3901090350100,39109350100,1,1,1,1,1
G39010903501013,391093501013,G3901090350100,39109350100,1,1,1,1,1
G39010903501014,391093501014,G3901090350100,39109350100,1,1,1,1,1
G39010903501021,391093501021,G3901090350100,39109350100,1,1,1,1,1
G39010903501022,391093501022,G3901090350100,39109350100,0.991990846682,0.993178717599,0.995271867612,0.995381062356,0.977623463638
G39010903501022,391093501022,G3901090365302,39109365302,0.008009153318,0.006821282401,0.004728132388,0.004618937644,0.022376536362
G39010903550011,391093550011,G3901090355001,39109355001,1,1,1,1,1
G39010903550012,391093550012,G3901090355001,39109355001,1,1,1,1,1
G39010903550013,391093550013,G3901090355001,39109355001,1,1,1,1,1
G39010903550014,391093550014,G3901090355001,39109355001,1,1,1,1,1
G39010903550021,391093550021,G3901090355002,39109355002,1,1,1,1,1
G39010903550021,391093550021,G3901090365102,39109365102,0,0,0,0,0
G39010903550022,391093550022,G3901090355002,39109355002,1,1,1,1,1
G39010903650011,391093650011,G3901090365000,39109365000,1,1,1,1,1
G39010903650012,391093650012,G3901090365000,39109365000,1,1,1,1,1
G39010903650021,391093650021,G3901090365000,39109365000,1,1,1,1,1
G39010903650022,391093650022,G3901090365000,39109365000,1,1,1,1,1
G39010903650023,391093650023,G3901090365000,39109365000,1,1,1,1,1
G39010903650024,391093650024,G3901090365000,39109365000,1,1,1,1,1
G39010903650025,391093650025,G3901090365000,39109365000,1,1,1,1,1
G39010903651011,391093651011,G3901090365101,39109365101,1,1,1,1,1
G39010903651012,391093651012,G3901090365101,39109365101,1,1,1,1,1
G39010903651013,391093651013,G3901090365101,39109365101,1,1,1,1,1
G39010903651021,391093651021,G3901090365102,39109365102,1,1,1,1,1
G39010903651022,391093651022,G3901090365102,39109365102,1,1,1,1,1
G39010903651023,391093651023,G3901090365102,39109365102,1,1,1,1,1
G39010903651024,391093651024,G3901090365102,39109365102,1,1,1,1,1
G39010903652001,391093652001,G3901090365200,39109365200,1,1,1,1,1
G39010903652002,391093652002,G3901090365200,39109365200,1,1,1,1,1
G39010903652003,391093652003,G3901090365200,39109365200,1,1,1,1,1
G39010903652004,391093652004,G3901090365200,39109365200,1,1,1,1,1
G39010903652005,391093652005,G3901090365200,39109365200,1,1,1,1,1
G39010903653011,391093653011,G3901090365301,39109365301,1,1,1,1,1
G39010903653012,391093653012,G3901090365301,39109365301,1,1,1,1,1
G39010903653013,391093653013,G3901090365301,39109365301,1,1,1,1,1
G39010903653014,391093653014,G3901090365301,39109365301,1,1,1,1,1
G39010903653015,391093653015,G3901090365301,39109365301,1,1,1,1,1
G39010903653021,391093653021,G3901090365302,39109365302,1,1,1,1,1
G39010903653022,391093653022,G3901090365302,39109365302,1,1,1,1,1
G39010903653023,391093653023,G3901090365302,39109365302,1,1,1,1,1
G39010903801001,391093801001,G3901090380100,39109380100,1,1,1,1,1
G39010903801002,391093801002,G3901090380100,39109380100,1,1,1,1,1
G39010903801003,391093801003,G3901090380100,39109380100,1,1,1,1,1
G39010903801004,391093801004,G3901090380100,39109380100,1,1,1,1,1
G39010903901001,391093901001,G3901090390100,39109390100,1,1,1,1,1
G39010903901002,391093901002,G3901090390100,39109390100,1,1,1,1,1
G39010903901003,391093901003,G3901090390100,39109390100,1,1,1,1,1
G39010903901004,391093901004,G3901090390100,39109390100,1,1,1,1,1
G39011109666001,391119666001,G3901110966600,39111966600,1,1,1,1,1
G39011109666002,391119666002,G3901110966600,39111966600,1,1,1,1,1
G39011109666003,391119666003,G3901110966600,39111966600,1,1,1,1,1
G39011109666004,391119666004,G3901110966600,39111966600,1,1,1,1,1
G39011109667001,391119667001,G3901110966700,39111966700,1,1,1,1,1
G39011109667002,391119667002,G3901110966700,39111966700,1,1,1,1,0.999512984965
G39011109667002,391119667002,G3901110966800,39111966800,0,0,0,0,4.87015035e-4
G39011109667003,391119667003,G3901110966700,39111966700,1,1,1,1,1
G39011109667004,391119667004,G3901110966700,39111966700,0.999995073537,0.999995138359,0.999994415734,0.999995332825,0.999997688585
G39011109667004,391119667004,G3901110966600,39111966600,4.926463e-6,4.861641e-6,5.584266e-6,4.667175e-6,2.311415e-6
G39011109668001,391119668001,G3901110966800,39111966800,1,1,1,1,1
G39011109668002,391119668002,G3901110966800,39111966800,1,1,1,1,1
G39011109668003,391119668003,G3901110966800,39111966800,1,1,1,1,1
G39011109668004,391119668004,G3901110966800,39111966800,1,1,1,1,1
G39011109669001,391119669001,G3901110966900,39111966900,1,1,1,1,1
G39011109669002,391119669002,G3901110966900,39111966900,1,1,1,1,1
G39011109669003,391119669003,G3901110966900,39111966900,1,1,1,1,1
G39011109669004,391119669004,G3901110966900,39111966900,1,1,1,1,1
G39011300001001,391130001001,G3901130000100,39113000100,1,1,1,1,1
G39011300001002,391130001002,G3901130000100,39113000100,1,1,1,1,1
G39011300001003,391130001003,G3901130000100,39113000100,1,1,1,1,1
G39011300002001,391130002001,G3901130000200,39113000200,1,1,1,1,1
G39011300002002,391130002002,G3901130000200,39113000200,1,1,1,1,1
G39011300002003,391130002003,G3901130000200,39113000200,1,1,1,1,1
G39011300003001,391130003001,G3901130000300,39113000300,1,1,1,1,1
G39011300003002,391130003002,G3901130000300,39113000300,1,1,1,1,1
G39011300003003,391130003003,G3901130000300,39113000300,1,1,1,1,1
G39011300004001,391130004001,G3901130000400,39113000400,1,1,1,1,0.981927818339
G39011300004001,391130004001,G3901130000700,39113000700,0,0,0,0,0.018072181661
G39011300004002,391130004002,G3901130000400,39113000400,1,1,1,1,1
G39011300004003,391130004003,G3901130000400,39113000400,1,1,1,1,1
G39011300004004,391130004004,G3901130000400,39113000400,1,1,1,1,1
G39011300005001,391130005001,G3901130000500,39113000500,1,1,1,1,1
G39011300005002,391130005002,G3901130000500,39113000500,1,1,1,1,1
G39011300005003,391130005003,G3901130000500,39113000500,1,1,1,1,1
G39011300005004,391130005004,G3901130000500,39113000500,1,1,1,1,1
G39011300005005,391130005005,G3901130000500,39113000500,1,1,1,1,1
G39011300006001,391130006001,G3901130000600,39113000600,1,1,1,1,1
G39011300006002,391130006002,G3901130000600,39113000600,1,1,1,1,1
G39011300007001,391130007001,G3901130000700,39113000700,1,1,1,1,1
G39011300007002,391130007002,G3901130000700,39113000700,1,1,1,1,1
G39011300007003,391130007003,G3901130000700,39113000700,1,1,1,1,1
G39011300008011,391130008011,G3901130000801,39113000801,1,1,1,1,1
G39011300008012,391130008012,G3901130000801,39113000801,1,1,1,1,1
G39011300008013,391130008013,G3901130000801,39113000801,1,1,1,1,1
G39011300008014,391130008014,G3901130000801,39113000801,1,1,1,1,1
G39011300008021,391130008021,G3901130000802,39113000802,1,1,1,1,1
G39011300008022,391130008022,G3901130000802,39113000802,1,1,1,1,1
G39011300008023,391130008023,G3901130000802,39113000802,1,1,1,1,1
G39011300009001,391130009001,G3901130000900,39113000900,1,1,1,1,1
G39011300009002,391130009002,G3901130000900,39113000900,1,1,1,1,1
G39011300009003,391130009003,G3901130000900,39113000900,1,1,1,1,1
G39011300009004,391130009004,G3901130000900,39113000900,1,1,1,1,1
G39011300010001,391130010001,G3901130001000,39113001000,1,1,1,1,1
G39011300010002,391130010002,G3901130001000,39113001000,1,1,1,1,1
G39011300011001,391130011001,G3901130001100,39113001100,1,1,1,1,1
G39011300011002,391130011002,G3901130001100,39113001100,1,1,1,1,1
G39011300011003,391130011003,G3901130001100,39113001100,1,1,1,1,1
G39011300011004,391130011004,G3901130001100,39113001100,1,1,1,1,1
G39011300011005,391130011005,G3901130001100,39113001100,1,1,1,1,1
G39011300012001,391130012001,G3901130001200,39113001200,1,1,1,1,1
G39011300012002,391130012002,G3901130001200,39113001200,1,1,1,1,1
G39011300015011,391130015011,G3901130001501,39113001501,1,1,1,1,1
G39011300015012,391130015012,G3901130001501,39113001501,1,1,1,1,1
G39011300015013,391130015013,G3901130001501,39113001501,1,1,1,1,1
G39011300016001,391130016001,G3901130001600,39113001600,1,1,1,1,1
G39011300016002,391130016002,G3901130001600,39113001600,1,1,1,1,1
G39011300017001,391130017001,G3901130001700,39113001700,1,1,1,1,1
G39011300018011,391130018011,G3901130001800,39113001800,1,1,1,1,1
G39011300018012,391130018012,G3901130001800,39113001800,1,1,1,1,1
G39011300018021,391130018021,G3901130001800,39113001800,1,1,1,1,1
G39011300018022,391130018022,G3901130001800,39113001800,1,1,1,1,1
G39011300019001,391130019001,G3901130001900,39113001900,1,1,1,1,1
G39011300019002,391130019002,G3901130001900,39113001900,1,1,1,1,1
G39011300019003,391130019003,G3901130001900,39113001900,1,1,1,1,1
G39011300019004,391130019004,G3901130001900,39113001900,1,1,1,1,1
G39011300019005,391130019005,G3901130001900,39113001900,1,1,1,1,1
G39011300020001,391130020001,G3901130002000,39113002000,1,1,1,1,1
G39011300020002,391130020002,G3901130002000,39113002000,1,1,1,1,1
G39011300020003,391130020003,G3901130002000,39113002000,1,1,1,1,1
G39011300022001,391130022001,G3901130002200,39113002200,1,1,1,1,1
G39011300022002,391130022002,G3901130002200,39113002200,1,1,1,1,1
G39011300022003,391130022003,G3901130002200,39113002200,1,1,1,1,1
G39011300022004,391130022004,G3901130002200,39113002200,1,1,1,1,1
G39011300023001,391130023001,G3901130002300,39113002300,1,1,1,1,1
G39011300023002,391130023002,G3901130002300,39113002300,1,1,1,1,1
G39011300023003,391130023003,G3901130002300,39113002300,1,1,1,1,1
G39011300024001,391130024001,G3901130002400,39113002400,1,1,1,1,1
G39011300024002,391130024002,G3901130002400,39113002400,1,1,1,1,1
G39011300025001,391130025001,G3901130002500,39113002500,1,1,1,1,1
G39011300025002,391130025002,G3901130002500,39113002500,1,1,1,1,1
G39011300025003,391130025003,G3901130002500,39113002500,1,1,1,1,1
G39011300025004,391130025004,G3901130002500,39113002500,1,1,1,1,1
G39011300025005,391130025005,G3901130002500,39113002500,1,1,1,1,1
G39011300026001,391130026001,G3901130002600,39113002600,1,1,1,1,1
G39011300026002,391130026002,G3901130002600,39113002600,1,1,1,1,1
G39011300026003,391130026003,G3901130002600,39113002600,1,1,1,1,1
G39011300026004,391130026004,G3901130002600,39113002600,1,1,1,1,1
G39011300026005,391130026005,G3901130002600,39113002600,1,1,1,1,1
G39011300026006,391130026006,G3901130002600,39113002600,1,1,1,1,1
G39011300027001,391130027001,G3901130002700,39113002700,1,1,1,1,1
G39011300027002,391130027002,G3901130002700,39113002700,1,1,1,1,1
G39011300028001,391130028001,G3901130002800,39113002800,1,1,1,1,1
G39011300028002,391130028002,G3901130002800,39113002800,1,1,1,1,1
G39011300029001,391130029001,G3901130002900,39113002900,1,1,1,1,1
G39011300029002,391130029002,G3901130002900,39113002900,1,1,1,1,1
G39011300029003,391130029003,G3901130002900,39113002900,1,1,1,1,1
G39011300029004,391130029004,G3901130002900,39113002900,1,1,1,1,1
G39011300030001,391130030001,G3901130003000,39113003000,1,1,1,1,1
G39011300030002,391130030002,G3901130003000,39113003000,1,1,1,1,1
G39011300030003,391130030003,G3901130003000,39113003000,1,1,1,1,1
G39011300031001,391130031001,G3901130003100,39113003100,1,1,1,1,1
G39011300031002,391130031002,G3901130003100,39113003100,1,1,1,1,1
G39011300031003,391130031003,G3901130003100,39113003100,1,1,1,1,1
G39011300032011,391130032011,G3901130003201,39113003201,1,1,1,1,1
G39011300032012,391130032012,G3901130003201,39113003201,1,1,1,1,1
G39011300032013,391130032013,G3901130003201,39113003201,1,1,1,1,1
G39011300033001,391130033001,G3901130003300,39113003300,1,1,1,1,1
G39011300033002,391130033002,G3901130003300,39113003300,1,1,1,1,1
G39011300033003,391130033003,G3901130003300,39113003300,1,1,1,1,1
G39011300033004,391130033004,G3901130003300,39113003300,1,1,1,1,1
G39011300033005,391130033005,G3901130003300,39113003300,1,1,1,1,1
G39011300034021,391130034021,G3901130003402,39113003402,1,1,1,1,1
G39011300034022,391130034022,G3901130003402,39113003402,1,1,1,1,1
G39011300034031,391130034031,G3901130003403,39113003403,1,1,1,1,1
G39011300034041,391130034041,G3901130003404,39113003404,1,1,1,1,1
G39011300034042,391130034042,G3901130003404,39113003404,1,1,1,1,1
G39011300034043,391130034043,G3901130003404,39113003404,1,1,1,1,1
G39011300035001,391130035001,G3901130003500,39113003500,1,1,1,1,1
G39011300035002,391130035002,G3901130003500,39113003500,1,1,1,1,1
G39011300035003,391130035003,G3901130003500,39113003500,1,1,1,1,1
G39011300038001,391130038001,G3901130003800,39113003800,1,1,1,1,1
G39011300038002,391130038002,G3901130003800,39113003800,1,1,1,1,1
G39011300038003,391130038003,G3901130003800,39113003800,1,1,1,1,1
G39011300038004,391130038004,G3901130003800,39113003800,1,1,1,1,1
G39011300039001,391130039001,G3901130003900,39113003900,1,1,1,1,1
G39011300039002,391130039002,G3901130003900,39113003900,1,1,1,1,1
G39011300041001,391130041001,G3901130004100,39113004100,1,1,1,1,1
G39011300041002,391130041002,G3901130004100,39113004100,1,1,1,1,1
G39011300042001,391130042001,G3901130004200,39113004200,1,1,1,1,1
G39011300042002,391130042002,G3901130004200,39113004200,1,1,1,1,1
G39011300042003,391130042003,G3901130004200,39113004200,1,1,1,1,1
G39011300043001,391130043001,G3901130004300,39113004300,1,1,1,1,1
G39011300044001,391130044001,G3901130004400,39113004400,1,1,1,1,1
G39011300044002,391130044002,G3901130004400,39113004400,1,1,1,1,1
G39011300046001,391130046001,G3901130004600,39113004600,1,1,1,1,1
G39011300046002,391130046002,G3901130004600,39113004600,1,1,1,1,1
G39011300101001,391130101001,G3901130010100,39113010100,0.999636675635,0.999701620191,0.999287696954,0.999330126558,0.999685580451
G39011300101001,391130101001,G3901130003404,39113003404,3.63324365e-4,2.98379809e-4,7.12303046e-4,6.69873442e-4,3.14419549e-4
G39011300101002,391130101002,G3901130010100,39113010100,1,1,1,1,1
G39011300102001,391130102001,G3901130010200,39113010200,1,1,1,1,1
G39011300102002,391130102002,G3901130010200,39113010200,1,1,1,1,1
G39011300102003,391130102003,G3901130010200,39113010200,1,1,1,1,1
G39011300102004,391130102004,G3901130010200,39113010200,1,1,1,1,1
G39011300102005,391130102005,G3901130010200,39113010200,1,1,1,1,1
G39011300102006,391130102006,G3901130010200,39113010200,1,1,1,1,1
G39011300102007,391130102007,G3901130010200,39113010200,1,1,1,1,1
G39011300102008,391130102008,G3901130010200,39113010200,1,1,1,1,1
G39011300201001,391130201001,G3901130020100,39113020100,1,1,1,1,1
G39011300201002,391130201002,G3901130020100,39113020100,1,1,1,1,1
G39011300201003,391130201003,G3901130020100,39113020100,1,1,1,1,1
G39011300202001,391130202001,G3901130020200,39113020200,1,1,1,1,1
G39011300202002,391130202002,G3901130020200,39113020200,1,1,1,1,1
G39011300202003,391130202003,G3901130020200,39113020200,1,1,1,1,0.997379109758
G39011300202003,391130202003,G3901130030100,39113030100,0,0,0,0,0.002620890242
G39011300203001,391130203001,G3901130020300,39113020300,1,1,1,1,1
G39011300203002,391130203002,G3901130020300,39113020300,1,1,1,1,1
G39011300203003,391130203003,G3901130020300,39113020300,1,1,1,1,1
G39011300204001,391130204001,G3901130020400,39113020400,1,1,1,1,1
G39011300204002,391130204002,G3901130020400,39113020400,1,1,1,1,1
G39011300204003,391130204003,G3901130020400,39113020400,1,1,1,1,1
G39011300204004,391130204004,G3901130020400,39113020400,1,1,1,1,1
G39011300204005,391130204005,G3901130020400,39113020400,1,1,1,1,1
G39011300205001,391130205001,G3901130020500,39113020500,1,1,1,1,1
G39011300206011,391130206011,G3901130020601,39113020601,1,1,1,1,1
G39011300206012,391130206012,G3901130020601,39113020601,1,1,1,1,1
G39011300206021,391130206021,G3901130020602,39113020602,1,1,1,1,1
G39011300206022,391130206022,G3901130020602,39113020602,1,1,1,1,1
G39011300207001,391130207001,G3901130020700,39113020700,1,1,1,1,1
G39011300207002,391130207002,G3901130020700,39113020700,1,1,1,1,1
G39011300208001,391130208001,G3901130020800,39113020800,1,1,1,1,1
G39011300208002,391130208002,G3901130020800,39113020800,1,1,1,1,1
G39011300209001,391130209001,G3901130020900,39113020900,1,1,1,1,1
