"","X","GEOID","aian_2021","asian_2021","hhlivingalone_2021","black_2021","blackmedianincome_2021","blackpoverty_2021","familyhouseholds_2021","fouryeardegree_2021","graddegree_2021","hsgrad_2021","latino_2021","latinopoverty_2021","lessthanhs_2021","medianage_2021","grossrent_2021","medianyearbuilt_2021","monthlyhousingcost_2021","multipleraces_2021","nonfamilyhouseholds_2021","numberofhousingunits_2021","over25population_2021","poverty_2021","totalpopulation_2021","vacantunits_2021","whitemalebach_2021","whitemalehs_2021","whitemalelessthanhs_2021","white_2021","white25andolder_2021","whitemedianincome_2021","whitepoverty_2021","whitefemalebach_2021","whitefemalehs_2021","whitefemalelessthanhs_2021","renters_2021","occupiedunits_2021","vacancyrate_2021","pctwhite_2021","pctblack_2021","pctlatino_2021","pctwhitepoverty_2021","pctblackpoverty_2021","pctlatinopoverty_2021","pctpoverty_2021","medianagehousing_2021","pctlessthanhs_2021","whitepctlessthanhs_2021","pcthsgrad_2021","whitepcthsgrad_2021","pctfouryeardegree_2021","whitepctbachabove_2021","pctgraddegree_2021","pctrenters_2021"
"493",493,390490073021,0,88,421,85,NA,NA,332,NA,NA,NA,67,NA,NA,29.4,1185,2004,NA,0,421,753,NA,NA,1342,0,NA,NA,NA,867,NA,NA,NA,NA,NA,NA,774,1342,0,64.6050670640835,6.33383010432191,4.99254843517139,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,57.6751117734724
"494",494,390490073022,0,194,379,772,NA,NA,894,NA,NA,NA,44,NA,NA,38.1,1465,1997,NA,62,421,1315,NA,NA,3172,0,NA,NA,NA,1873,NA,NA,NA,NA,NA,NA,428,3172,0,59.0479192938209,24.3379571248424,1.38713745271122,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,13.4930643127364
"495",495,390490073031,0,183,597,35,NA,NA,424,NA,NA,NA,115,NA,NA,59.6,NA,1982,NA,0,641,1065,NA,NA,1710,0,NA,NA,NA,1476,NA,NA,NA,NA,NA,NA,285,1710,0,86.3157894736842,2.04678362573099,6.72514619883041,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,16.6666666666667
"496",496,390490073032,0,37,303,1284,NA,NA,574,NA,NA,NA,236,NA,NA,31.6,798,2005,NA,0,391,965,NA,NA,2853,0,NA,NA,NA,1423,NA,NA,NA,NA,NA,NA,1346,2853,0,49.8773221170698,45.0052576235542,8.27199439186821,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,47.1784086926043
"497",497,390490073033,0,472,0,147,NA,NA,539,NA,NA,NA,168,NA,NA,31.6,NA,2006,NA,0,0,539,NA,NA,1916,0,NA,NA,NA,1297,NA,NA,NA,NA,NA,NA,173,1916,0,67.6931106471816,7.67223382045929,8.76826722338205,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,9.02922755741127
"498",498,390490073051,0,68,97,67,NA,NA,942,NA,NA,NA,0,NA,NA,45.2,NA,1981,NA,0,128,1070,NA,NA,2796,0,NA,NA,NA,2642,NA,NA,NA,NA,NA,NA,35,2796,0,94.4921316165951,2.39628040057225,0,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,1.25178826895565
"499",499,390490073052,0,0,201,264,NA,NA,159,NA,NA,NA,1,NA,NA,70,1764,2008,NA,0,254,459,NA,NA,736,46,NA,NA,NA,472,NA,NA,NA,NA,NA,NA,413,725,0.100217864923747,64.1304347826087,35.8695652173913,0.135869565217391,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,56.9655172413793
"500",500,390490073053,0,12,592,323,NA,NA,266,NA,NA,NA,116,NA,NA,48.3,1242,2001,NA,87,647,913,NA,NA,1420,0,NA,NA,NA,866,NA,NA,NA,NA,NA,NA,752,1420,0,60.9859154929577,22.7464788732394,8.16901408450704,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,52.9577464788732
"501",501,390490073061,0,220,70,342,NA,NA,658,NA,NA,NA,133,NA,NA,47.9,NA,1999,NA,94,70,728,NA,NA,2139,0,NA,NA,NA,1469,NA,NA,NA,NA,NA,NA,0,2139,0,68.6769518466573,15.9887798036466,6.21785881252922,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,0
"502",502,390490073062,0,24,71,88,NA,NA,769,NA,NA,NA,17,NA,NA,38.2,NA,1988,NA,0,89,858,NA,NA,2310,0,NA,NA,NA,2094,NA,NA,NA,NA,NA,NA,0,2310,0,90.6493506493507,3.80952380952381,0.735930735930736,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,0
"503",503,390490073941,0,23,83,255,NA,NA,315,NA,NA,NA,16,NA,NA,48.8,NA,1998,NA,0,88,416,NA,NA,1074,13,NA,NA,NA,734,NA,NA,NA,NA,NA,NA,17,1074,0.03125,68.3426443202979,23.7430167597765,1.48975791433892,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,1.5828677839851
"504",504,390490073942,0,61,88,63,NA,NA,221,NA,NA,NA,57,NA,NA,58.2,NA,1986,NA,25,88,321,NA,NA,683,12,NA,NA,NA,488,NA,NA,NA,NA,NA,NA,14,683,0.0373831775700935,71.4494875549048,9.22401171303075,8.34553440702782,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,2.0497803806735
"505",505,390490073943,0,123,70,0,NA,NA,433,NA,NA,NA,26,NA,NA,43.5,1388,1995,NA,30,92,537,NA,NA,1410,12,NA,NA,NA,1179,NA,NA,NA,NA,NA,NA,246,1410,0.0223463687150838,83.6170212765958,0,1.84397163120567,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,17.4468085106383
"506",506,390490073971,0,0,113,0,NA,NA,88,NA,NA,NA,0,NA,NA,29,1129,1991,NA,0,190,278,NA,NA,589,0,NA,NA,NA,503,NA,NA,NA,NA,NA,NA,589,589,0,85.3989813242784,0,0,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,100
"507",507,390490073972,0,281,433,1018,NA,NA,625,NA,NA,NA,33,NA,NA,31,1112,2002,NA,39,460,1085,NA,NA,3118,0,NA,NA,NA,1625,NA,NA,NA,NA,NA,NA,583,3118,0,52.1167415009622,32.6491340602951,1.05837075048108,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,18.697883258499
"508",508,390490073981,0,587,90,1539,NA,NA,906,NA,NA,NA,83,NA,NA,28.1,NA,2006,NA,74,147,1053,NA,NA,3997,0,NA,NA,NA,1351,NA,NA,NA,NA,NA,NA,446,3997,0,33.800350262697,38.5038779084313,2.07655741806355,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,11.1583687765824
"509",509,390490073982,0,356,58,996,NA,NA,609,NA,NA,NA,0,NA,NA,33.4,NA,2004,NA,0,118,727,NA,NA,2480,0,NA,NA,NA,1103,NA,NA,NA,NA,NA,NA,0,2480,0,44.4758064516129,40.1612903225806,0,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,0
"510",510,390490073983,0,504,92,393,NA,NA,711,NA,NA,NA,50,NA,NA,38.5,1787,2008,NA,0,162,922,NA,NA,2369,49,NA,NA,NA,1370,NA,NA,NA,NA,NA,NA,134,2369,0.0531453362255965,57.8303081468974,16.5892781764458,2.11059518784297,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,5.65639510341916
"511",511,390490074241,0,128,98,388,NA,NA,364,NA,NA,NA,0,NA,NA,38.4,NA,2005,NA,0,98,532,NA,NA,1066,70,NA,NA,NA,334,NA,NA,NA,NA,NA,NA,149,1066,0.131578947368421,31.3320825515947,36.3977485928705,0,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,13.9774859287054
"512",512,390490074242,0,164,124,110,NA,NA,265,NA,NA,NA,143,NA,NA,35.6,983,1967,NA,0,202,467,NA,NA,1084,0,NA,NA,NA,663,NA,NA,NA,NA,NA,NA,587,1084,0,61.1623616236162,10.1476014760148,13.1918819188192,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,54.1512915129151
"513",513,390490074243,0,0,93,29,NA,NA,352,NA,NA,NA,0,NA,NA,37.6,NA,1966,NA,0,93,445,NA,NA,1398,0,NA,NA,NA,1306,NA,NA,NA,NA,NA,NA,74,1398,0,93.4191702432046,2.07439198855508,0,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,5.29327610872675
"514",514,390490074244,0,30,77,430,NA,NA,333,NA,NA,NA,186,NA,NA,25.6,NA,1965,NA,0,77,410,NA,NA,1621,0,NA,NA,NA,722,NA,NA,NA,NA,NA,NA,308,1621,0,44.5404071560765,26.52683528686,11.4743985194324,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,19.0006169031462
"515",515,390490074245,0,0,15,15,NA,NA,208,NA,NA,NA,0,NA,NA,40.6,NA,1967,NA,0,15,223,NA,NA,562,0,NA,NA,NA,502,NA,NA,NA,NA,NA,NA,147,562,0,89.3238434163701,2.66903914590747,0,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,26.1565836298932
"516",516,390490074246,0,0,146,280,NA,NA,135,NA,NA,NA,4,NA,NA,48.5,783,1976,NA,0,156,307,NA,NA,703,16,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,366,619,0.0521172638436482,59.7439544807966,39.8293029871977,0.568990042674253,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,59.1276252019386
"517",517,390490074251,0,0,136,68,NA,NA,207,NA,NA,NA,0,NA,NA,43.3,NA,1980,NA,0,136,345,NA,NA,815,2,NA,NA,NA,721,NA,NA,NA,NA,NA,NA,42,815,0.00579710144927536,88.4662576687117,8.34355828220859,0,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,5.15337423312883
"518",518,390490074252,0,0,158,70,NA,NA,225,NA,NA,NA,45,NA,NA,41.8,777,1967,NA,10,226,451,NA,NA,935,0,NA,NA,NA,746,NA,NA,NA,NA,NA,NA,415,889,0,79.7860962566845,7.48663101604278,4.81283422459893,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,46.681664791901
"519",519,390490074253,0,0,76,159,NA,NA,249,NA,NA,NA,39,NA,NA,40.4,990,1969,NA,0,120,369,NA,NA,841,0,NA,NA,NA,637,NA,NA,NA,NA,NA,NA,365,841,0,75.743162901308,18.9060642092747,4.63733650416171,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,43.4007134363853
"520",520,390490074261,0,26,325,57,NA,NA,553,NA,NA,NA,30,NA,NA,33.8,1160,1960,NA,0,370,1007,NA,NA,2237,84,NA,NA,NA,2041,NA,NA,NA,NA,NA,NA,626,2237,0.083416087388282,91.2382655341976,2.54805543138131,1.34108180599017,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,27.9839070183281
"521",521,390490074262,0,14,159,45,NA,NA,471,NA,NA,NA,78,NA,NA,41.5,1410,1978,NA,88,201,672,NA,NA,1577,0,NA,NA,NA,1416,NA,NA,NA,NA,NA,NA,498,1577,0,89.7907419150285,2.85351934051997,4.94610019023462,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,31.5789473684211
"522",522,390490074271,0,40,159,117,NA,NA,388,NA,NA,NA,65,NA,NA,35.5,1091,1981,NA,16,203,631,NA,NA,1477,40,NA,NA,NA,1304,NA,NA,NA,NA,NA,NA,881,1477,0.063391442155309,88.2870683818551,7.92146242383209,4.4008124576845,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,59.6479350033852
"523",523,390490074272,0,0,327,764,NA,NA,946,NA,NA,NA,57,NA,NA,39,1325,1993,NA,48,327,1326,NA,NA,3178,53,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,962,3178,0.0399698340874811,63.7507866582757,24.040276903713,1.79358086847074,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,30.2706104468219
"524",524,390490074273,14,0,97,223,NA,NA,444,NA,NA,NA,61,NA,NA,32.9,1072,1975,NA,0,144,603,NA,NA,1453,15,NA,NA,NA,1163,NA,NA,NA,NA,NA,NA,487,1453,0.0248756218905473,80.0412938747419,15.3475567790778,4.19821059876118,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,33.5168616655196
"525",525,390490074921,0,320,147,302,NA,NA,881,NA,NA,NA,0,NA,NA,49.9,1634,1985,NA,81,172,1053,NA,NA,2776,0,NA,NA,NA,2064,NA,NA,NA,NA,NA,NA,376,2776,0,74.3515850144092,10.8789625360231,0,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,13.5446685878963
"526",526,390490074922,0,137,68,126,NA,NA,320,NA,NA,NA,0,NA,NA,38.3,NA,1988,NA,0,113,485,NA,NA,1279,52,NA,NA,NA,825,NA,NA,NA,NA,NA,NA,46,1252,0.107216494845361,64.5035183737295,9.85144644253323,0,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,3.6741214057508
"527",527,390490074923,0,0,142,29,NA,NA,240,NA,NA,NA,0,NA,NA,35.2,1320,1993,NA,0,246,486,NA,NA,1091,0,NA,NA,NA,1062,NA,NA,NA,NA,NA,NA,806,1091,0,97.3418881759853,2.65811182401467,0,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,73.8771769019248
"528",528,390490074924,0,108,109,328,NA,NA,288,NA,NA,NA,39,NA,NA,42.2,1277,1987,NA,58,109,397,NA,NA,767,0,NA,NA,NA,273,NA,NA,NA,NA,NA,NA,376,767,0,35.5932203389831,42.7640156453716,5.08474576271187,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,49.0221642764016
"529",529,390490074941,0,116,147,645,NA,NA,641,NA,NA,NA,0,NA,NA,31.3,1020,1985,NA,0,224,865,NA,NA,2448,0,NA,NA,NA,1329,NA,NA,NA,NA,NA,NA,682,2448,0,54.2892156862745,26.3480392156863,0,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,27.859477124183
"530",530,390490074942,0,75,63,283,NA,NA,549,NA,NA,NA,10,NA,NA,36.9,2147,1987,NA,0,118,667,NA,NA,1923,0,NA,NA,NA,1456,NA,NA,NA,NA,NA,NA,391,1916,0,75.715028601144,14.7165886635465,0.520020800832033,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,20.4070981210856
"531",531,390490075111,0,12,187,720,NA,NA,197,NA,NA,NA,43,NA,NA,30.8,1003,1995,NA,0,195,411,NA,NA,832,19,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,566,832,0.0462287104622871,10.5769230769231,86.5384615384615,5.16826923076923,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,68.0288461538462
"532",532,390490075112,0,0,213,656,NA,NA,164,NA,NA,NA,0,NA,NA,44,632,1957,NA,0,238,402,NA,NA,829,0,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,417,829,0,11.0977080820265,79.1314837153197,0,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,50.3015681544029
"533",533,390490075121,0,0,146,1304,NA,NA,423,NA,NA,NA,0,NA,NA,36.1,1108,1957,NA,0,146,593,NA,NA,1438,24,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,992,1438,0.0404721753794266,1.59944367176634,90.6815020862309,0,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,68.9847009735744
"534",534,390490075122,0,1,307,1315,NA,NA,367,NA,NA,NA,182,NA,NA,46.1,888,1977,NA,32,363,766,NA,NA,1673,36,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,504,1664,0.0469973890339426,16.1386730424387,78.6013150029886,10.8786610878661,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,30.2884615384615
"535",535,390490075123,0,0,124,788,NA,NA,302,NA,NA,NA,199,NA,NA,28.4,746,1958,NA,0,166,489,NA,NA,1305,21,NA,NA,NA,311,NA,NA,NA,NA,NA,NA,844,1305,0.0429447852760736,23.8314176245211,60.3831417624521,15.2490421455939,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,64.6743295019157
"536",536,390490075201,0,0,230,488,NA,NA,293,NA,NA,NA,0,NA,NA,34.1,811,1959,NA,0,266,657,NA,NA,1245,98,NA,NA,NA,309,NA,NA,NA,NA,NA,NA,596,1245,0.149162861491629,24.8192771084337,39.1967871485944,0,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,47.8714859437751
"537",537,390490075202,0,0,80,312,NA,NA,132,NA,NA,NA,63,NA,NA,35.4,860,1954,NA,0,80,248,NA,NA,477,36,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,279,477,0.145161290322581,23.6897274633124,65.4088050314465,13.2075471698113,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,58.4905660377358
"538",538,390490075203,0,0,188,396,NA,NA,132,NA,NA,NA,0,NA,NA,49.4,974,1960,NA,0,202,359,NA,NA,521,25,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,304,521,0.0696378830083565,7.67754318618042,76.0076775431862,0,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,58.3493282149712
"539",539,390490075311,0,0,319,386,NA,NA,235,NA,NA,NA,169,NA,NA,42.9,706,1969,NA,1,374,660,NA,NA,1071,51,NA,NA,NA,512,NA,NA,NA,NA,NA,NA,538,1059,0.0772727272727273,47.8057889822596,36.0410830999066,15.7796451914099,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,50.8026440037772
"540",540,390490075312,0,161,255,1338,NA,NA,343,NA,NA,NA,99,NA,NA,24.2,856,1972,NA,0,303,700,NA,NA,1739,54,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,1739,1739,0.0771428571428571,11.9033927544566,76.9407705577918,5.69292696952271,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,100
"541",541,390490075321,0,36,363,2686,NA,NA,693,NA,NA,NA,55,NA,NA,27.9,959,1977,NA,0,478,1239,NA,NA,3072,68,NA,NA,NA,288,NA,NA,NA,NA,NA,NA,2663,3072,0.0548829701372074,9.375,87.4348958333333,1.79036458333333,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,86.6861979166667
"542",542,390490075331,0,0,53,345,NA,NA,167,NA,NA,NA,300,NA,NA,24.4,804,1977,NA,62,85,277,NA,NA,764,25,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,368,764,0.0902527075812274,17.5392670157068,45.1570680628272,39.2670157068063,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,48.1675392670157
"543",543,390490075332,0,34,158,818,NA,NA,212,NA,NA,NA,53,NA,NA,38.8,858,1975,NA,11,258,496,NA,NA,1193,26,NA,NA,NA,273,NA,NA,NA,NA,NA,NA,547,1193,0.0524193548387097,22.883487007544,68.5666387259011,4.44258172673931,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,45.8507963118189
"544",544,390490075341,0,25,263,1200,NA,NA,564,NA,NA,NA,287,NA,NA,41.3,954,1969,NA,143,295,931,NA,NA,2101,72,NA,NA,NA,568,NA,NA,NA,NA,NA,NA,1769,2101,0.0773361976369495,27.0347453593527,57.1156592099001,13.6601618277011,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,84.1980009519277
"545",545,390490075342,0,0,73,1647,NA,NA,427,NA,NA,NA,30,NA,NA,38.2,968,1990,NA,0,103,546,NA,NA,1797,16,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,611,1784,0.0293040293040293,5.39788536449638,91.652754590985,1.669449081803,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,34.2488789237668
"546",546,390490075501,0,0,92,1420,NA,NA,443,NA,NA,NA,140,NA,NA,31.2,1133,1979,NA,0,150,636,NA,NA,1900,43,NA,NA,NA,358,NA,NA,NA,NA,NA,NA,480,1900,0.0676100628930818,18.8421052631579,74.7368421052632,7.36842105263158,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,25.2631578947368
"547",547,390490075502,0,67,185,654,NA,NA,160,NA,NA,NA,20,NA,NA,27,1308,1996,NA,0,257,417,NA,NA,1493,0,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,452,893,0,46.8854655056932,43.8044206296048,1.33958472873409,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,50.6159014557671
"548",548,390490075521,0,0,143,1691,NA,NA,434,NA,NA,NA,0,NA,NA,30.5,600,1983,NA,0,143,577,NA,NA,1722,0,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,1430,1722,0,0.987224157955865,98.1997677119628,0,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,83.0429732868757
"549",549,390490075522,0,440,82,1267,NA,NA,623,NA,NA,NA,124,NA,NA,26.2,875,2004,NA,0,109,732,NA,NA,2869,0,NA,NA,NA,621,NA,NA,NA,NA,NA,NA,438,2869,0,21.645172533984,44.1617288253747,4.32206343673754,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,15.2666434297665
"550",550,390490075531,0,20,126,706,NA,NA,220,NA,NA,NA,0,NA,NA,28.7,1145,2003,NA,0,248,468,NA,NA,930,0,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,736,930,0,16.0215053763441,75.9139784946237,0,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,79.1397849462366
"551",551,390490075532,0,531,338,955,NA,NA,530,NA,NA,NA,276,NA,NA,26.8,1201,2003,NA,22,439,969,NA,NA,2122,0,NA,NA,NA,313,NA,NA,NA,NA,NA,NA,2122,2122,0,14.7502356267672,45.004712535344,13.0065975494816,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,100
"552",552,390490075533,0,0,107,2101,NA,NA,356,NA,NA,NA,0,NA,NA,15.1,753,1997,NA,0,107,519,NA,NA,2271,56,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,1969,2271,0.107899807321773,7.48568912373404,92.514310876266,0,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,86.7018934390137
"553",553,390490075534,0,0,44,888,NA,NA,273,NA,NA,NA,190,NA,NA,33.1,1261,1998,NA,0,94,522,NA,NA,1339,155,NA,NA,NA,451,NA,NA,NA,NA,NA,NA,610,1339,0.296934865900383,33.6818521284541,66.3181478715459,14.1896938013443,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,45.5563853622106
"554",554,390490077101,0,15,176,590,NA,NA,264,NA,NA,NA,234,NA,NA,36,805,1956,NA,0,199,574,NA,NA,1151,111,NA,NA,NA,394,NA,NA,NA,NA,NA,NA,551,1151,0.193379790940767,34.2311033883579,51.25977410947,20.3301476976542,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,47.871416159861
"555",555,390490077102,0,115,130,601,NA,NA,338,NA,NA,NA,125,NA,NA,38.3,1045,1957,NA,0,198,544,NA,NA,1628,8,NA,NA,NA,865,NA,NA,NA,NA,NA,NA,745,1628,0.0147058823529412,53.1326781326781,36.9164619164619,7.67813267813268,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,45.7616707616708
"556",556,390490077103,0,0,118,294,NA,NA,203,NA,NA,NA,86,NA,NA,36.5,1098,1955,NA,0,128,364,NA,NA,801,33,NA,NA,NA,489,NA,NA,NA,NA,NA,NA,370,796,0.0906593406593407,61.0486891385768,36.7041198501873,10.7365792759051,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,46.4824120603015
"557",557,390490077104,0,0,203,166,NA,NA,174,NA,NA,NA,92,NA,NA,38.4,864,1955,NA,12,274,472,NA,NA,918,24,NA,NA,NA,605,NA,NA,NA,NA,NA,NA,614,918,0.0508474576271186,65.9041394335512,18.082788671024,10.0217864923747,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,66.8845315904139
"558",558,390490077211,0,0,92,43,NA,NA,109,NA,NA,NA,0,NA,NA,51.3,NA,1958,NA,0,92,237,NA,NA,347,36,NA,NA,NA,302,NA,NA,NA,NA,NA,NA,133,342,0.151898734177215,87.0317002881844,12.3919308357349,0,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,38.8888888888889
"559",559,390490077212,0,0,100,549,NA,NA,210,NA,NA,NA,200,NA,NA,24.4,950,1960,NA,158,100,368,NA,NA,970,58,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,707,970,0.157608695652174,27.1134020618557,56.5979381443299,20.6185567010309,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,72.8865979381443
"560",560,390490077213,0,0,93,860,NA,NA,349,NA,NA,NA,647,NA,NA,26.4,924,1968,NA,24,240,744,NA,NA,1751,155,NA,NA,NA,563,NA,NA,NA,NA,NA,NA,1611,1751,0.208333333333333,32.153055396916,49.114791547687,36.950314106225,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,92.0045688178184
"561",561,390490077214,0,206,134,884,NA,NA,343,NA,NA,NA,24,NA,NA,38.7,691,1961,NA,0,134,477,NA,NA,1586,0,NA,NA,NA,367,NA,NA,NA,NA,NA,NA,411,1579,0,23.139974779319,55.7377049180328,1.51324085750315,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,26.0291323622546
"562",562,390490077215,0,303,102,1653,NA,NA,433,NA,NA,NA,0,NA,NA,24.8,940,1980,NA,58,236,769,NA,NA,2158,100,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,2158,2158,0.130039011703511,4.86561631139944,76.598702502317,0,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,100
"563",563,390490077221,0,299,96,320,NA,NA,315,NA,NA,NA,19,NA,NA,42.1,1063,1959,NA,0,120,435,NA,NA,1138,0,NA,NA,NA,467,NA,NA,NA,NA,NA,NA,93,1133,0,41.0369068541301,28.1195079086116,1.66959578207381,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,8.20829655781112
"564",564,390490077222,0,16,235,304,NA,NA,286,NA,NA,NA,79,NA,NA,33.4,855,1957,NA,0,256,640,NA,NA,1158,98,NA,NA,NA,781,NA,NA,NA,NA,NA,NA,507,1158,0.153125,67.4438687392055,26.2521588946459,6.82210708117444,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,43.7823834196891
"565",565,390490077223,0,155,342,462,NA,NA,297,NA,NA,NA,188,NA,NA,41.1,724,1963,NA,0,438,775,NA,NA,1693,40,NA,NA,NA,873,NA,NA,NA,NA,NA,NA,748,1693,0.0516129032258065,51.5652687536917,27.2888363851152,11.1045481393975,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,44.1819255759008
"566",566,390490077301,0,54,196,479,NA,NA,400,NA,NA,NA,0,NA,NA,34.7,891,1963,NA,0,240,640,NA,NA,1508,0,NA,NA,NA,848,NA,NA,NA,NA,NA,NA,311,1504,0,56.2334217506631,31.763925729443,0,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,20.6781914893617
"567",567,390490077302,0,163,255,363,NA,NA,458,NA,NA,NA,348,NA,NA,40.2,844,1959,NA,34,290,824,NA,NA,1716,76,NA,NA,NA,894,NA,NA,NA,NA,NA,NA,674,1716,0.0922330097087379,52.0979020979021,21.1538461538462,20.2797202797203,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,39.2773892773893
"568",568,390490077401,0,30,406,316,NA,NA,398,NA,NA,NA,9,NA,NA,55.3,762,1964,NA,0,462,903,NA,NA,1642,43,NA,NA,NA,1242,NA,NA,NA,NA,NA,NA,370,1611,0.0476190476190476,75.6394640682095,19.2448233861145,0.548112058465286,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,22.9671011793917
