"","GEOID","blackpoverty_2021","fouryeardegree_2021","graddegree_2021","hsgrad_2021","latinopoverty_2021","lessthanhs_2021","over25population_2021","poverty_2021","white25andolder_2021","whitepoverty_2021","pctlessthanhs_2021","pcthsgrad_2021","pctfouryeardegree_2021","pctgraddegree_2021"
"217",39049008167,0,189,183,530,318,467,2275,333,1681,283,20.5274725274725,23.2967032967033,8.30769230769231,8.04395604395604
"218",39049008168,454,348,63,883,150,146,2502,775,1965,321,5.83533173461231,35.2917665867306,13.9088729016787,2.51798561151079
"219",39049008169,33,595,129,1047,228,305,2900,930,2448,611,10.5172413793103,36.1034482758621,20.5172413793103,4.44827586206897
"220",39049008170,13,832,220,1131,759,188,3411,336,2738,323,5.51158018176488,33.1574318381706,24.3916739958956,6.44972148929933
"221",39049008171,194,672,234,488,420,22,2061,506,1359,243,1.06744298884037,23.6778262979136,32.6055312954876,11.353711790393
"222",39049008172,141,1231,663,727,500,259,3830,593,2719,253,6.76240208877284,18.9817232375979,32.1409921671018,17.3107049608355
"223",39049008210,104,44,51,773,335,247,1476,508,1227,275,16.7344173441734,52.3712737127371,2.9810298102981,3.45528455284553
"224",39049008230,1134,78,10,436,374,405,1140,1410,301,148,35.5263157894737,38.2456140350877,6.8421052631579,0.87719298245614
"225",39049008241,42,279,68,528,560,360,1793,427,1239,278,20.0780814277747,29.4478527607362,15.5605131065254,3.792526491913
"226",39049008242,58,1409,591,1392,896,462,4744,1116,3826,829,9.73861720067454,29.3423271500843,29.7006745362563,12.4578414839798
"227",39049008311,668,143,59,1146,145,600,2516,1176,1835,493,23.8473767885533,45.5484896661367,5.68362480127186,2.3449920508744
"228",39049008312,764,134,22,1207,872,785,2617,2219,1290,905,29.9961788307222,46.121513183034,5.12036683225067,0.840657241115781
"229",39049008321,127,278,69,860,752,453,2255,621,1450,183,20.0886917960089,38.1374722838137,12.3281596452328,3.05986696230599
"230",39049008322,127,301,86,1278,500,604,3304,980,2508,477,18.2808716707022,38.680387409201,9.11016949152542,2.60290556900726
"231",39049008330,39,23,0,451,63,269,1020,312,950,259,26.3725490196078,44.2156862745098,2.25490196078431,0
"232",39049008340,22,191,295,1418,290,728,3694,1100,3000,1078,19.7076340010828,38.3865728207905,5.17054683270168,7.98592311857066
"233",39049008350,670,901,302,1436,329,618,4639,1117,2722,447,13.3218366027161,30.9549471868937,19.4222892864842,6.5100237120069
"234",39049008360,13,941,356,1801,531,410,4910,367,4160,354,8.35030549898167,36.6802443991853,19.1649694501018,7.25050916496945
"235",39049008380,47,492,114,1347,233,616,4053,424,3150,332,15.1986183074266,33.2346410066617,12.139156180607,2.81273131014064
"236",39049008381,15,246,94,1449,24,501,3355,395,2929,254,14.9329359165425,43.1892697466468,7.33233979135619,2.80178837555887
"237",39049008382,27,689,114,809,116,238,2477,153,2269,126,9.60839725474364,32.660476382721,27.8159063383125,4.60234154218813
"238",39049008400,0,822,1263,223,42,17,2731,86,2383,69,0.622482607103625,8.16550714024167,30.0988648846576,46.2467960454046
"239",39049008500,0,1672,1306,143,345,153,3851,321,3554,321,3.97299402752532,3.71332121526876,43.4172942092963,33.9132692807063
"240",39049008710,420,101,55,639,0,166,1701,627,475,40,9.75896531452087,37.5661375661376,5.93768371546149,3.23339212228101
"241",39049008720,381,319,74,862,234,430,2604,776,702,171,16.5130568356375,33.1029185867896,12.2503840245776,2.84178187403994
"242",39049008730,461,33,21,601,98,207,1293,796,401,200,16.0092807424594,46.4810518174787,2.55220417633411,1.62412993039443
"243",39049008811,6,12,6,616,173,366,1253,392,1081,342,29.2098962490024,49.1620111731844,0.957701516360734,0.478850758180367
"244",39049008812,239,132,122,782,264,271,2267,332,703,93,11.9541243934715,34.4949272165858,5.82267313630348,5.38156153506837
"245",39049008813,306,234,0,784,109,93,1554,395,160,50,5.98455598455598,50.4504504504504,15.0579150579151,0
"246",39049008821,137,187,23,796,135,417,1748,675,1597,538,23.8558352402746,45.5377574370709,10.6979405034325,1.31578947368421
"247",39049008822,290,163,130,1229,227,539,2926,1131,2014,661,18.4210526315789,42.0027341079973,5.57074504442926,4.44292549555707
"248",39049008825,67,575,73,1829,432,721,4349,524,3429,421,16.5785237985744,42.0556449758565,13.2214302138423,1.67854679236606
"249",39049008900,45,1135,827,204,120,27,2710,356,2351,238,0.996309963099631,7.52767527675277,41.8819188191882,30.5166051660517
"250",39049009000,0,871,978,355,17,102,2525,133,2239,133,4.03960396039604,14.0594059405941,34.4950495049505,38.7326732673267
"251",39049009100,0,1258,1256,205,320,30,3088,70,2793,55,0.971502590673575,6.63860103626943,40.7383419689119,40.6735751295337
"252",39049009220,229,147,35,768,424,280,1602,638,990,278,17.478152309613,47.940074906367,9.17602996254682,2.18476903870162
"253",39049009230,476,262,75,1458,800,422,3026,984,1615,391,13.9458030403173,48.1824190350297,8.65829477858559,2.47851949768671
"254",39049009240,129,160,40,694,54,285,1670,396,1358,254,17.0658682634731,41.5568862275449,9.58083832335329,2.39520958083832
"255",39049009250,141,143,40,691,465,241,1564,705,1036,451,15.4092071611253,44.1815856777494,9.14322250639386,2.55754475703325
"256",39049009251,39,84,43,408,271,26,816,39,140,0,3.18627450980392,50,10.2941176470588,5.26960784313725
"257",39049009252,138,731,287,465,222,120,2531,285,744,34,4.74120900829712,18.3721849071513,28.8818648755433,11.3393915448439
"258",39049009311,471,286,42,676,325,289,2062,590,911,59,14.015518913676,32.7837051406402,13.8700290979631,2.0368574199806
"259",39049009312,374,129,130,846,331,246,2123,650,778,262,11.5873763542157,39.8492699010834,6.07630711257654,6.12341026848799
"260",39049009321,794,298,58,1141,175,301,2349,1095,831,199,12.813963388676,48.5738612175394,12.6862494678587,2.46913580246914
"261",39049009322,869,316,137,898,329,287,2390,995,921,100,12.0083682008368,37.5732217573222,13.2217573221757,5.73221757322176
"262",39049009323,1267,232,51,908,182,469,2360,1578,439,241,19.8728813559322,38.4745762711864,9.83050847457627,2.16101694915254
"263",39049009325,779,234,85,915,1121,735,2898,1836,857,645,25.3623188405797,31.5734989648033,8.07453416149068,2.93305728088337
"264",39049009326,597,249,25,475,331,586,1685,752,295,129,34.7774480712166,28.1899109792285,14.7774480712166,1.48367952522255
"265",39049009332,416,470,339,960,317,187,2729,503,614,71,6.85232685965555,35.1777207768413,17.2224257969952,12.4221326493221
"266",39049009334,680,274,32,658,233,229,1954,740,285,51,11.7195496417605,33.6745138178096,14.0225179119754,1.63766632548618
"267",39049009336,267,580,217,403,148,83,1781,398,877,124,4.66030320044919,22.6277372262774,32.5659741718136,12.1841661987647
"268",39049009337,555,339,138,967,86,243,2760,813,451,217,8.80434782608696,35.036231884058,12.2826086956522,5
"269",39049009340,120,217,19,836,283,313,2101,947,820,663,14.8976677772489,39.7905759162304,10.3284150404569,0.904331270823417
"270",39049009350,190,302,292,645,372,370,2228,521,735,233,16.6068222621185,28.9497307001795,13.5547576301616,13.1059245960503
"271",39049009361,222,655,960,1597,136,297,4393,336,1933,101,6.76075574778056,36.3532893239244,14.9100842249033,21.8529478716139
"272",39049009372,406,288,138,1274,452,233,2995,760,1073,273,7.779632721202,42.5375626043406,9.61602671118531,4.60767946577629
"273",39049009373,426,471,103,1240,382,472,3769,543,1253,80,12.5232157070841,32.8999734677633,12.4966834704166,2.73282037675776
"274",39049009381,389,514,201,1203,496,561,4073,1194,2276,528,13.7736312300516,29.535968573533,12.6196906457157,4.93493739258532
"275",39049009382,9,238,247,537,0,317,2123,421,1635,395,14.9317004239284,25.2943947244465,11.2105511069242,11.6344795101272
"276",39049009383,162,262,83,661,262,282,1981,528,1390,308,14.2352347299344,33.3669863705199,13.2256436143362,4.18980312973246
"277",39049009384,63,291,103,563,237,149,1750,369,1178,159,8.51428571428571,32.1714285714286,16.6285714285714,5.88571428571429
"278",39049009385,3,725,427,485,61,50,2619,199,1649,156,1.90912562046583,18.5185185185185,27.6823214967545,16.3039327987782
"279",39049009386,304,219,38,425,169,206,1562,598,506,96,13.1882202304738,27.2087067861716,14.0204865556978,2.43277848911652
"280",39049009390,102,979,560,980,772,351,4513,284,2750,150,7.7775315754487,21.7150454243297,21.6928872147131,12.4085973853313
"281",39049009391,117,576,172,889,320,188,3471,300,1454,183,5.41630653990205,25.6122154998559,16.5946413137424,4.95534428118698
"282",39049009392,258,662,73,790,301,152,2618,465,849,100,5.80595874713522,30.1757066462949,25.2864782276547,2.78838808250573
"283",39049009393,791,245,173,973,199,368,2511,995,329,80,14.6555157307845,38.7495021903624,9.75706889685384,6.88968538430904
"284",39049009394,0,241,104,563,18,117,1536,75,914,75,7.6171875,36.6536458333333,15.6901041666667,6.77083333333333
"285",39049009395,31,959,274,1061,85,118,3741,83,2471,52,3.15423683507084,28.3614006950013,25.6348569901096,7.32424485431703
"286",39049009396,485,364,123,578,172,103,1855,571,258,13,5.55256064690027,31.1590296495957,19.622641509434,6.63072776280323
"287",39049009397,495,505,177,563,13,225,2254,579,975,79,9.98225377107365,24.9778172138421,22.4046140195209,7.85270629991127
"288",39049009401,516,456,149,1245,35,331,3635,603,2173,67,9.10591471801926,34.2503438789546,12.544704264099,4.0990371389271
"289",39049009403,329,441,145,337,112,262,1777,528,1008,199,14.7439504783343,18.9645469893078,24.8171074845245,8.15981992121553
"290",39049009404,0,471,282,966,149,39,2492,263,2256,263,1.56500802568218,38.7640449438202,18.900481540931,11.3162118780096
"291",39049009405,0,617,701,611,0,47,2585,56,2357,56,1.81818181818182,23.6363636363636,23.8684719535783,27.1179883945841
"292",39049009410,45,114,43,1233,32,240,2188,279,1513,234,10.9689213893967,56.3528336380256,5.21023765996344,1.96526508226691
"293",39049009420,834,322,155,1773,235,588,3876,1459,2726,580,15.1702786377709,45.7430340557276,8.30753353973168,3.99896800825593
"294",39049009440,9,472,251,1323,469,197,3124,147,2419,92,6.30601792573624,42.3495518565941,15.1088348271447,8.03457106274008
"295",39049009495,27,507,266,1074,30,247,3168,359,2413,332,7.79671717171717,33.9015151515151,16.0037878787879,8.39646464646465
"296",39049009497,1,279,115,501,14,108,1388,152,1305,138,7.78097982708934,36.0951008645533,20.1008645533141,8.28530259365994
"297",39049009498,462,560,180,785,559,449,2765,530,1444,36,16.2386980108499,28.3905967450271,20.253164556962,6.50994575045208
"298",39049009520,93,365,197,1338,135,397,3382,420,2830,304,11.7386162034299,39.5623891188646,10.7924305144885,5.82495564754583
"299",39049009590,93,545,345,1982,51,372,4033,547,3507,454,9.22390280188445,49.1445574014381,13.5135135135135,8.55442598561865
"300",39049009600,295,507,114,1210,257,345,3128,1006,2506,592,11.0294117647059,38.6828644501279,16.2084398976982,3.64450127877238
"301",39049009711,35,353,158,1197,103,481,3332,372,3049,309,14.4357743097239,35.9243697478992,10.594237695078,4.74189675870348
"302",39049009712,5,141,103,825,0,283,2070,466,1999,461,13.6714975845411,39.8550724637681,6.81159420289855,4.97584541062802
"303",39049009751,1,1147,475,1286,56,171,4451,79,4077,78,3.84183329588856,28.8923837339924,25.7694900022467,10.671759155246
"304",39049009752,0,800,715,1390,226,309,4873,59,4101,59,6.34106300020521,28.524522881182,16.4169915862918,14.6726862302483
"305",39049009753,1,967,938,1064,13,151,4192,3,3980,2,3.60209923664122,25.381679389313,23.0677480916031,22.3759541984733
"306",39049009754,0,348,376,617,108,25,1937,29,1777,29,1.29065565307176,31.853381517811,17.9659266907589,19.4114610221993
"307",39049009755,0,1661,869,846,104,127,5405,101,4559,85,2.34967622571693,15.6521739130435,30.7308048103608,16.0777058279371
"308",39049009756,39,225,63,596,94,185,1436,122,1276,83,12.883008356546,41.5041782729805,15.6685236768802,4.38718662952646
"309",39049009757,0,693,350,1274,17,220,3464,329,3179,329,6.35103926096998,36.7782909930716,20.0057736720554,10.1039260969977
"310",39049009801,0,523,297,917,63,150,2471,457,2244,450,6.07041683528936,37.1104815864023,21.1655200323756,12.0194253338729
"311",39049009802,0,326,19,1165,45,403,2734,175,2704,170,14.7403072421361,42.6115581565472,11.9239209948793,0.6949524506218
"312",39049009900,125,214,81,344,397,220,1177,409,356,271,18.6915887850467,29.2268479184367,18.1818181818182,6.88190314358539
"313",39049010000,128,1860,730,423,56,145,3999,517,3166,364,3.62590647661915,10.5776444111028,46.5116279069767,18.2545636409102
"314",39049010100,8,487,258,68,99,58,1078,63,369,30,5.38033395176252,6.30797773654917,45.1762523191095,23.9332096474954
"315",39049010201,0,406,64,1072,215,49,2784,193,1649,0,1.76005747126437,38.5057471264368,14.5833333333333,2.29885057471264
"316",39049010202,0,789,443,618,208,349,2986,60,1664,22,11.687876758205,20.6965840589417,26.42330877428,14.8359008707301
"317",39049010203,1,804,385,1150,0,96,2714,236,1435,235,3.53721444362564,42.3728813559322,29.6241709653648,14.1857037582903
"318",39049010204,37,841,378,779,202,115,3729,304,1846,267,3.0839367122553,20.8903191204076,22.5529632609279,10.1367658889783
"319",39049010300,164,114,60,507,129,140,1286,465,1072,266,10.8864696734059,39.4245723172628,8.8646967340591,4.6656298600311
"320",39049010401,0,424,598,68,264,46,1350,88,959,47,3.40740740740741,5.03703703703704,31.4074074074074,44.2962962962963
"321",39049010402,0,1519,1137,475,285,179,3913,147,2786,147,4.57449527216969,12.1390237669307,38.819320214669,29.0569895221058
"322",39049010501,0,1352,1301,213,112,104,3488,125,2554,50,2.98165137614679,6.10665137614679,38.7614678899083,37.2993119266055
"323",39049010502,0,694,782,337,211,108,2461,0,2059,0,4.38845997561967,13.6936204794799,28.1999187322227,31.7757009345794
"324",39049010601,0,1632,850,467,209,74,3763,124,3129,121,1.96651607759766,12.4103109221366,43.3696518735052,22.5883603507839
"325",39049010602,0,1350,844,553,680,201,4022,114,3288,43,4.99751367478866,13.7493784186972,33.5653903530582,20.9845847836897
"326",39049010700,9,300,124,246,105,50,1109,78,882,65,4.50856627592426,22.1821460775473,27.0513976555455,11.1812443642922
"327",39049010900,0,1230,631,701,508,226,3747,145,2543,145,6.03149186015479,18.708299973312,32.826261008807,16.8401387776888
"328",39049980000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
